scaffold	start	end	mid	sites	lnL
chr18	4595693	4596442	4596120	50	-547.66391
chr18	4596456	4597323	4596859	50	-471.44194
chr18	4597335	4598642	4598147	50	-481.15488
chr18	4598648	4599478	4599150	50	-838.73590
chr18	4599499	4600089	4599739	50	-440.32631
chr18	4600092	4600833	4600433	50	-736.22519
chr18	4600838	4601390	4601128	50	-559.34148
chr18	4601415	4602060	4601771	50	-555.18879
chr18	4602062	4602626	4602308	50	-464.33208
chr18	4602631	4603238	4602961	50	-436.87245
chr18	4603241	4603794	4603521	50	-266.15754
chr18	4603808	4604516	4604062	50	-467.17369
chr18	4604524	4605042	4604818	50	-435.89108
chr18	4605058	4605637	4605385	50	-431.12624
chr18	4605658	4606358	4606006	50	-605.99651
chr18	4606360	4607066	4606783	50	-445.04675
chr18	4607070	4607862	4607507	50	-552.06468
chr18	4607877	4608707	4608371	50	-623.70236
chr18	4608708	4612400	4609789	50	-557.83842
chr18	4612401	4613890	4612942	50	-318.71684
chr18	4613895	4617144	4615108	50	-367.67605
chr18	4617175	4617592	4617446	50	-551.60635
chr18	4617604	4618088	4617870	50	-568.38954
chr18	4618093	4618828	4618428	50	-919.94970
chr18	4618833	4619451	4619064	50	-824.75089
chr18	4619458	4620040	4619757	50	-855.76110
chr18	4620041	4620702	4620290	50	-485.93802
chr18	4620707	4621403	4621018	50	-842.64083
chr18	4621415	4622004	4621816	50	-559.70829
chr18	4622011	4622857	4622308	50	-603.22565
chr18	4622858	4624315	4623666	50	-385.55363
chr18	4624316	4625177	4624818	50	-431.85962
chr18	4625189	4625782	4625446	50	-490.46575
chr18	4625785	4626358	4626046	50	-509.64987
chr18	4626361	4628095	4627674	50	-576.27053
chr18	4628225	4630433	4629581	50	-585.50691
chr18	4630436	4630930	4630752	50	-744.35904
chr18	4630943	4631744	4631428	50	-573.41481
chr18	4631746	4632170	4631958	50	-676.94181
chr18	4632216	4632956	4632658	50	-650.74109
chr18	4632959	4633532	4633229	50	-956.08645
chr18	4633535	4633921	4633714	50	-582.61692
chr18	4633923	4634222	4634072	50	-499.01826
chr18	4634225	4634860	4634479	50	-688.24284
chr18	4634880	4635928	4635637	50	-656.21343
chr18	4635930	4636407	4636192	50	-757.84649
chr18	4636416	4636909	4636675	50	-609.20541
chr18	4636917	4637569	4637224	50	-313.37124
chr18	4637570	4638668	4637933	50	-458.04387
chr18	4638678	4639337	4638987	50	-393.13234
chr18	4639340	4640078	4639750	50	-462.81146
chr18	4640123	4640708	4640375	50	-449.70926
chr18	4640722	4641765	4641418	50	-476.52179
chr18	4641766	4642260	4642020	50	-369.64622
chr18	4642264	4642728	4642493	50	-380.58313
chr18	4642750	4643213	4642971	50	-453.79658
chr18	4643215	4643983	4643514	50	-503.30501
chr18	4643995	4644642	4644337	50	-615.99695
chr18	4644653	4645154	4644944	50	-552.52367
chr18	4645160	4645802	4645429	50	-550.85629
chr18	4645810	4646262	4646033	50	-413.43270
chr18	4646272	4647084	4646696	50	-519.93507
chr18	4647089	4647752	4647402	50	-607.53490
chr18	4647765	4648376	4648029	50	-492.90793
chr18	4648387	4648951	4648714	50	-377.30995
chr18	4648971	4649537	4649224	50	-600.55926
chr18	4649551	4651605	4650660	50	-630.86824
chr18	4651612	4652397	4651973	50	-577.56827
chr18	4652400	4653067	4652806	50	-521.06033
chr18	4653071	4653698	4653401	50	-695.13689
chr18	4653717	4654039	4653850	50	-500.67909
chr18	4654040	4654419	4654199	50	-627.13138
chr18	4654432	4654877	4654713	50	-511.98875
chr18	4654878	4655390	4655091	50	-446.01856
chr18	4655391	4656551	4655858	50	-544.86691
chr18	4656561	4656974	4656762	50	-526.11239
chr18	4656990	4658217	4657618	50	-538.52696
chr18	4658248	4659218	4658827	50	-500.94256
chr18	4659220	4659817	4659492	50	-664.41082
chr18	4659853	4660459	4660181	50	-615.50194
chr18	4660480	4661250	4660812	50	-652.22010
chr18	4661269	4662454	4661807	50	-577.67247
chr18	4662456	4666756	4665707	50	-518.79195
chr18	4666783	4667563	4667106	50	-547.00255
chr18	4667564	4668115	4667802	50	-425.31186
chr18	4668120	4668646	4668408	50	-403.81444
chr18	4668670	4669714	4669251	50	-400.36039
chr18	4669720	4670386	4670121	50	-512.38583
chr18	4670449	4670884	4670627	50	-531.38960
chr18	4670893	4671412	4671139	50	-539.43601
chr18	4671414	4671942	4671715	50	-439.64461
chr18	4671943	4672459	4672155	50	-546.13795
chr18	4672466	4673173	4672789	50	-540.46730
chr18	4673185	4673779	4673505	50	-491.90149
chr18	4673784	4674310	4674061	50	-651.87625
chr18	4674324	4674948	4674669	50	-702.80329
chr18	4674950	4675680	4675331	50	-515.50211
chr18	4675717	4676270	4676009	50	-619.04964
chr18	4676289	4677222	4676750	50	-743.21059
chr18	4677236	4677613	4677436	50	-697.63375
chr18	4677633	4678272	4677921	50	-577.33326
chr18	4678281	4679010	4678646	50	-919.62389
chr18	4679101	4679458	4679287	50	-648.62443
chr18	4679459	4679794	4679653	50	-538.32268
chr18	4679797	4680257	4679973	50	-605.26054
chr18	4680261	4680996	4680659	50	-589.11905
chr18	4681002	4681301	4681162	50	-503.47542
chr18	4681355	4682392	4681833	50	-615.12012
chr18	4682397	4683071	4682631	50	-549.93969
chr18	4683079	4683797	4683472	50	-614.54514
chr18	4683810	4684565	4684287	50	-677.69531
chr18	4684571	4684879	4684724	50	-487.59171
chr18	4684881	4685472	4685151	50	-484.00022
chr18	4685481	4685972	4685773	50	-410.26715
chr18	4685974	4687314	4686812	50	-630.61043
chr18	4687318	4687909	4687558	50	-365.50313
chr18	4687925	4688307	4688107	50	-432.60056
chr18	4688309	4688772	4688532	50	-417.19056
chr18	4688794	4689413	4689167	50	-349.02941
chr18	4689421	4689893	4689690	50	-489.55739
chr18	4689895	4690480	4690208	50	-542.73223
chr18	4690483	4690776	4690629	50	-432.11206
chr18	4690801	4691428	4691095	50	-532.84000
chr18	4691429	4691897	4691669	50	-519.55538
chr18	4691903	4692818	4692508	50	-550.84187
chr18	4692848	4693456	4693150	50	-475.22931
chr18	4693481	4694552	4694049	50	-566.27000
chr18	4694570	4695001	4694827	50	-481.90417
chr18	4695005	4696392	4695680	50	-601.15147
chr18	4696396	4697220	4696814	50	-557.52768
chr18	4697221	4697742	4697496	50	-569.83974
chr18	4697751	4698176	4698002	50	-595.27434
chr18	4698181	4699090	4698535	50	-632.03489
chr18	4699137	4700329	4699864	50	-594.40530
chr18	4700342	4701351	4700853	50	-565.75197
chr18	4701357	4702044	4701704	50	-666.52935
chr18	4702046	4703008	4702640	50	-693.13623
chr18	4703020	4703565	4703265	50	-697.90358
chr18	4703567	4704273	4703918	50	-611.00553
chr18	4704297	4704943	4704636	50	-725.17115
chr18	4704955	4705326	4705179	50	-800.83873
chr18	4705329	4705815	4705535	50	-633.48177
chr18	4705821	4706442	4706117	50	-673.20454
chr18	4706465	4707307	4707045	50	-811.50056
chr18	4707311	4708076	4707713	50	-845.15644
chr18	4708087	4708756	4708465	50	-601.27556
chr18	4708757	4709476	4709033	50	-829.18452
chr18	4709541	4710226	4709870	50	-818.58859
chr18	4710351	4710927	4710635	50	-723.03997
chr18	4710931	4711660	4711297	50	-1029.79883
chr18	4712091	4712646	4712389	50	-679.47247
chr18	4712649	4713450	4713044	50	-556.44284
chr18	4713482	4714578	4714067	50	-447.30976
chr18	4714593	4715962	4715075	50	-584.14408
chr18	4715970	4716771	4716375	50	-706.54881
chr18	4716778	4717609	4717108	50	-470.86505
chr18	4717611	4718467	4717928	50	-403.99202
chr18	4718483	4719269	4718863	50	-628.19660
chr18	4719433	4720397	4719874	50	-687.64394
chr18	4720398	4720846	4720643	50	-573.30174
chr18	4720854	4721544	4721177	50	-439.99014
chr18	4721557	4722025	4721752	50	-472.76006
chr18	4722063	4722625	4722335	50	-483.17708
chr18	4722627	4723179	4722826	50	-462.78909
chr18	4723180	4723839	4723501	50	-920.81301
chr18	4723842	4724572	4724310	50	-499.15965
chr18	4724575	4725903	4725125	50	-508.30723
chr18	4725906	4726803	4726313	50	-676.42360
chr18	4726813	4727252	4726999	50	-410.68295
chr18	4727258	4727635	4727459	50	-693.56789
chr18	4727638	4728431	4727998	50	-988.02231
chr18	4728435	4729092	4728727	50	-580.92457
chr18	4729111	4729682	4729465	50	-562.59126
chr18	4729684	4731505	4730285	50	-625.60727
chr18	4731508	4732103	4731828	50	-844.01008
chr18	4732105	4733207	4732507	50	-639.00495
chr18	4733210	4733892	4733510	50	-712.97001
chr18	4733900	4734648	4734345	50	-441.86758
chr18	4734655	4735245	4734856	50	-687.83168
chr18	4735249	4736090	4735765	50	-562.03842
chr18	4736095	4736611	4736372	50	-604.08651
chr18	4736632	4736994	4736817	50	-634.59179
chr18	4736999	4737284	4737136	50	-629.76882
chr18	4737288	4738247	4737830	50	-608.33718
chr18	4738256	4738730	4738497	50	-654.45980
chr18	4738734	4739588	4739026	50	-617.52763
chr18	4739610	4739979	4739784	50	-601.36601
chr18	4740002	4740406	4740207	50	-549.49829
chr18	4740416	4740986	4740701	50	-598.17414
chr18	4740993	4741620	4741349	50	-345.82358
chr18	4741623	4742012	4741805	50	-581.62339
chr18	4742018	4742904	4742454	50	-368.85008
chr18	4742965	4743640	4743245	50	-646.80931
chr18	4743647	4744146	4743901	50	-497.63623
chr18	4744170	4744666	4744466	50	-705.84823
chr18	4744671	4745236	4744926	50	-394.71555
chr18	4745246	4745946	4745554	50	-642.31204
chr18	4745989	4746883	4746375	50	-628.34432
chr18	4746886	4747480	4747198	50	-334.30816
chr18	4747484	4747855	4747658	50	-313.92417
chr18	4747916	4748415	4748186	50	-285.72903
chr18	4748422	4749275	4748798	50	-359.28461
chr18	4749279	4750032	4749598	50	-459.12378
chr18	4750044	4751022	4750605	50	-334.09618
chr18	4751025	4752164	4751549	50	-400.70103
chr18	4752185	4752880	4752618	50	-330.57215
chr18	4752891	4753325	4753103	50	-436.70352
chr18	4753327	4753909	4753644	50	-618.88365
chr18	4753920	4754945	4754462	50	-484.28049
chr18	4754971	4755553	4755224	50	-546.53246
chr18	4755556	4756203	4755906	50	-361.44126
chr18	4756213	4756572	4756375	50	-470.02165
chr18	4756575	4757121	4756825	50	-342.83523
chr18	4757122	4757928	4757453	50	-401.81183
chr18	4757929	4758315	4758133	50	-446.94732
chr18	4758319	4759003	4758677	50	-394.34915
chr18	4759006	4759445	4759179	50	-314.88498
chr18	4759469	4759865	4759691	50	-501.78908
chr18	4759871	4760754	4760268	50	-565.57285
chr18	4760761	4761334	4760948	50	-504.22908
chr18	4761338	4761882	4761642	50	-413.37516
chr18	4761887	4762343	4762093	50	-387.10312
chr18	4762347	4762775	4762528	50	-473.36841
chr18	4762791	4763499	4763272	50	-631.88890
chr18	4763566	4764072	4763825	50	-633.20743
chr18	4764077	4765746	4765133	50	-693.27123
chr18	4765748	4766381	4766115	50	-869.22005
chr18	4766389	4767113	4766693	50	-662.21268
chr18	4767255	4768149	4767818	50	-853.25463
chr18	4768159	4769064	4768579	50	-629.67854
chr18	4769072	4769780	4769414	50	-518.46850
chr18	4769788	4770269	4770012	50	-613.38441
chr18	4770311	4771052	4770711	50	-392.67888
chr18	4771058	4771572	4771334	50	-421.32889
chr18	4771601	4772179	4771884	50	-438.85281
chr18	4772198	4772826	4772522	50	-467.24640
chr18	4772844	4773403	4773110	50	-404.25149
chr18	4773409	4773850	4773626	50	-581.69106
chr18	4773883	4774752	4774351	50	-563.96849
chr18	4774772	4775488	4775195	50	-607.24174
chr18	4775490	4776067	4775786	50	-511.97382
chr18	4776068	4776614	4776393	50	-766.18200
chr18	4776625	4777244	4776883	50	-771.00308
chr18	4777253	4777802	4777551	50	-538.86949
chr18	4777814	4778835	4778358	50	-677.09011
chr18	4778840	4779810	4779220	50	-692.41791
chr18	4779842	4780370	4780102	50	-912.94155
chr18	4780373	4781072	4780678	50	-767.44527
chr18	4781081	4781946	4781446	50	-497.04659
chr18	4781948	4782474	4782249	50	-476.88316
chr18	4782484	4783024	4782732	50	-520.09143
chr18	4783029	4783558	4783282	50	-450.04506
chr18	4783561	4784192	4783887	50	-639.24141
chr18	4784195	4785019	4784617	50	-898.59859
chr18	4785057	4785688	4785329	50	-905.85282
chr18	4785691	4786311	4786000	50	-1165.40406
chr18	4786312	4787102	4786651	50	-648.39505
chr18	4787120	4787857	4787478	50	-693.69705
chr18	4787871	4788760	4788413	50	-764.73380
chr18	4788770	4789441	4789159	50	-529.41324
chr18	4789448	4790334	4789865	50	-897.80314
chr18	4790337	4790614	4790460	50	-707.62605
chr18	4790619	4791673	4791130	50	-761.68793
chr18	4791691	4792337	4792049	50	-603.57842
chr18	4792342	4793261	4792836	50	-692.33462
chr18	4793283	4794156	4793727	50	-833.83281
chr18	4794173	4794804	4794496	50	-655.85154
chr18	4794841	4795461	4795207	50	-660.25842
chr18	4795464	4795707	4795579	50	-664.50550
chr18	4795712	4796279	4796014	50	-665.66230
chr18	4796280	4796944	4796574	50	-722.02415
chr18	4796953	4797758	4797308	50	-480.90658
chr18	4797786	4798246	4797985	50	-726.57279
chr18	4798272	4798953	4798661	50	-649.89796
chr18	4798983	4799454	4799260	50	-529.77255
chr18	4799475	4799945	4799676	50	-446.74935
chr18	4799952	4800532	4800284	50	-650.62699
chr18	4800534	4801648	4801063	50	-478.86466
chr18	4801680	4802146	4801920	50	-542.70425
chr18	4802148	4802802	4802335	50	-762.57918
chr18	4802808	4803585	4803275	50	-502.95317
chr18	4803587	4804112	4803957	50	-479.61574
chr18	4804116	4804744	4804390	50	-614.40202
chr18	4804755	4805274	4805054	50	-516.81099
chr18	4805275	4805936	4805590	50	-721.33034
chr18	4805942	4807966	4806779	50	-496.38932
chr18	4807982	4808541	4808268	50	-812.10822
chr18	4808549	4809018	4808853	50	-598.62075
chr18	4809021	4809530	4809300	50	-433.36505
chr18	4809536	4810287	4809820	50	-480.84668
chr18	4810289	4810866	4810636	50	-556.26854
chr18	4810872	4811382	4811118	50	-882.35449
chr18	4811385	4812397	4811811	50	-771.91404
chr18	4812400	4813054	4812690	50	-784.34137
chr18	4813060	4813736	4813386	50	-669.02478
chr18	4813873	4814523	4814175	50	-607.94812
chr18	4814532	4814990	4814739	50	-464.20543
chr18	4815248	4815866	4815608	50	-625.47748
chr18	4815877	4817103	4816432	50	-426.68426
chr18	4817152	4817650	4817420	50	-754.42522
chr18	4817654	4818340	4817988	50	-589.76059
chr18	4818342	4819335	4818737	50	-795.04454
chr18	4819336	4819840	4819627	50	-609.91091
chr18	4819865	4821223	4820352	50	-543.02909
chr18	4821224	4821658	4821457	50	-627.35568
chr18	4821661	4822262	4821978	50	-596.81170
chr18	4822268	4823016	4822660	50	-730.27139
chr18	4823022	4823696	4823381	50	-622.32062
chr18	4823706	4824284	4823996	50	-560.54720
chr18	4824287	4824779	4824558	50	-593.49472
chr18	4824782	4825429	4825035	50	-650.82644
chr18	4825441	4827505	4826550	50	-634.78678
chr18	4827528	4828045	4827810	50	-474.51342
chr18	4828091	4828572	4828366	50	-436.12329
chr18	4828573	4829188	4828860	50	-589.52422
chr18	4829190	4829661	4829433	50	-633.32058
chr18	4829668	4830239	4830022	50	-423.86059
chr18	4830258	4830803	4830527	50	-592.05667
chr18	4830808	4831139	4830948	50	-611.66143
chr18	4831162	4832119	4831728	50	-694.93954
chr18	4832125	4832904	4832603	50	-689.82387
chr18	4832911	4834399	4833704	50	-712.75986
chr18	4834400	4834910	4834603	50	-652.02162
chr18	4834991	4835542	4835337	50	-422.59098
chr18	4835548	4836210	4835899	50	-693.89571
chr18	4836213	4837528	4836522	50	-672.46795
chr18	4837546	4838131	4837801	50	-714.49796
chr18	4838132	4838490	4838299	50	-627.28511
chr18	4838505	4839093	4838787	50	-782.47294
chr18	4839095	4839617	4839314	50	-564.16181
chr18	4839620	4840134	4839827	50	-527.08728
chr18	4840147	4842687	4841262	50	-698.04905
chr18	4842710	4843201	4842919	50	-798.35613
chr18	4843212	4844010	4843531	50	-583.39459
chr18	4844137	4844649	4844416	50	-441.23687
chr18	4844654	4845944	4845301	50	-927.05402
chr18	4845962	4846745	4846531	50	-432.70054
chr18	4846746	4847349	4847097	50	-843.77507
chr18	4847386	4847858	4847588	50	-727.51942
chr18	4847879	4848498	4848230	50	-811.18331
chr18	4848506	4848798	4848671	50	-439.28924
chr18	4848799	4849264	4849033	50	-800.65209
chr18	4849265	4850029	4849659	50	-717.93586
chr18	4850040	4850481	4850234	50	-434.26579
chr18	4850490	4851040	4850786	50	-727.78537
chr18	4851055	4851966	4851491	50	-705.49984
chr18	4851975	4852763	4852399	50	-832.67346
chr18	4852769	4853658	4853333	50	-587.91199
chr18	4853660	4854810	4854384	50	-678.24429
chr18	4854821	4855355	4855114	50	-576.30837
chr18	4855368	4855753	4855571	50	-382.95592
chr18	4855754	4856223	4855942	50	-517.25469
chr18	4856485	4858451	4857861	50	-394.11042
chr18	4858467	4859125	4858827	50	-656.50925
chr18	4859133	4859563	4859342	50	-571.08601
chr18	4859569	4860219	4859865	50	-483.94139
chr18	4860230	4860761	4860500	50	-538.78211
chr18	4860783	4861787	4861472	50	-492.45452
chr18	4861799	4862391	4862036	50	-729.94173
chr18	4862395	4863085	4862843	50	-556.07937
chr18	4863087	4864506	4863632	50	-729.43472
chr18	4864548	4868062	4867553	50	-627.46355
chr18	4868063	4868426	4868272	50	-714.53749
chr18	4868430	4869486	4868712	50	-632.29712
chr18	4869488	4870334	4870093	50	-734.83821
chr18	4870341	4871024	4870689	50	-709.92755
chr18	4871032	4872054	4871596	50	-711.44365
chr18	4872071	4872881	4872519	50	-714.08218
chr18	4872884	4873439	4873162	50	-645.07175
chr18	4873442	4874128	4873764	50	-750.06022
chr18	4874148	4874709	4874340	50	-507.47316
chr18	4874710	4875235	4874998	50	-572.15903
chr18	4875236	4876080	4875669	50	-727.78664
chr18	4876097	4876504	4876307	50	-750.85930
chr18	4876508	4877606	4877029	50	-894.36991
chr18	4877613	4878198	4877904	50	-368.81169
chr18	4878216	4878568	4878415	50	-614.65983
chr18	4878569	4879068	4878796	50	-569.90733
chr18	4879071	4879387	4879253	50	-691.80908
chr18	4879388	4880436	4879853	50	-853.81407
chr18	4880439	4881963	4881431	50	-770.08261
chr18	4881964	4882450	4882203	50	-509.72991
chr18	4882456	4883384	4882888	50	-485.08698
chr18	4883407	4884130	4883814	50	-714.32141
chr18	4884131	4884777	4884494	50	-506.36407
chr18	4884787	4885313	4885065	50	-471.35197
chr18	4885314	4885831	4885569	50	-700.63280
chr18	4885855	4886404	4886111	50	-660.40061
chr18	4886408	4887105	4886765	50	-413.39806
chr18	4887107	4887470	4887290	50	-396.10073
chr18	4887472	4887960	4887687	50	-618.90624
chr18	4887970	4888652	4888267	50	-487.02763
chr18	4888707	4889165	4888968	50	-797.15812
chr18	4889187	4889678	4889430	50	-603.19513
chr18	4889688	4890107	4889930	50	-503.56106
chr18	4890108	4891173	4890538	50	-371.44089
chr18	4891177	4892597	4891773	50	-536.95600
chr18	4892600	4893024	4892784	50	-596.66925
chr18	4893025	4893938	4893622	50	-476.82930
chr18	4893942	4895033	4894425	50	-399.56311
chr18	4895037	4895958	4895520	50	-436.01099
chr18	4895974	4897361	4896484	50	-399.99143
chr18	4897368	4897912	4897667	50	-721.34882
chr18	4897913	4898433	4898212	50	-352.18635
chr18	4898438	4898950	4898673	50	-444.09772
chr18	4898951	4899685	4899319	50	-644.52310
chr18	4899686	4901237	4900436	50	-708.49095
chr18	4901248	4903587	4903026	50	-650.65726
chr18	4903641	4904348	4903918	50	-592.70925
chr18	4904352	4904825	4904620	50	-587.02795
chr18	4904832	4905282	4905019	50	-671.05222
chr18	4905310	4905916	4905658	50	-991.97166
chr18	4905928	4906618	4906241	50	-898.06309
chr18	4906621	4907160	4906808	50	-604.12404
chr18	4907163	4908211	4907706	50	-596.39613
chr18	4908228	4908789	4908518	50	-526.82477
chr18	4908791	4909297	4909075	50	-655.60587
chr18	4909298	4909920	4909573	50	-444.65373
chr18	4909923	4910513	4910184	50	-604.95185
chr18	4910524	4911435	4910930	50	-807.67561
chr18	4911498	4911810	4911643	50	-471.46968
chr18	4911812	4912395	4912137	50	-726.39996
chr18	4912407	4912798	4912647	50	-650.88907
chr18	4912804	4913287	4913094	50	-570.94164
chr18	4913288	4913954	4913604	50	-455.53857
chr18	4913963	4914454	4914218	50	-364.49716
chr18	4914458	4914897	4914707	50	-514.60267
chr18	4914906	4915520	4915200	50	-405.36730
chr18	4915523	4916507	4915973	50	-364.86425
chr18	4916508	4916916	4916695	50	-589.85187
chr18	4916925	4917763	4917260	50	-377.06435
chr18	4917770	4918893	4918310	50	-626.82914
chr18	4918895	4919309	4919063	50	-633.52836
chr18	4919310	4919907	4919649	50	-555.15276
chr18	4919913	4920603	4920181	50	-444.74757
chr18	4920605	4922151	4921168	50	-634.10624
chr18	4922152	4922709	4922492	50	-419.92303
chr18	4922831	4925285	4923806	50	-848.28832
chr18	4925290	4926254	4925685	50	-488.12455
chr18	4926268	4927505	4926682	50	-423.98723
chr18	4927524	4928326	4928051	50	-509.45616
chr18	4928336	4929666	4928881	50	-657.31510
chr18	4929723	4930548	4930193	50	-734.82081
chr18	4930580	4931333	4930977	50	-595.15588
chr18	4931351	4932010	4931760	50	-574.11758
chr18	4932014	4932716	4932302	50	-426.52791
chr18	4932719	4933262	4932946	50	-566.46986
chr18	4933266	4933973	4933708	50	-470.37423
chr18	4933978	4934416	4934189	50	-529.71046
chr18	4934422	4935586	4935022	50	-835.26252
chr18	4935587	4936262	4935933	50	-524.01599
chr18	4936273	4936663	4936461	50	-579.02668
chr18	4936680	4937123	4936911	50	-457.26180
chr18	4937124	4938266	4937582	50	-728.41995
chr18	4938298	4939146	4938695	50	-1093.32053
chr18	4939158	4939636	4939361	50	-689.93601
chr18	4939657	4940448	4940051	50	-757.52740
chr18	4940451	4941318	4940859	50	-571.98265
chr18	4941327	4942167	4941791	50	-397.96663
chr18	4942170	4942828	4942424	50	-405.32166
chr18	4942839	4943262	4943067	50	-642.15666
chr18	4943263	4944126	4943679	50	-967.49915
chr18	4944132	4944691	4944420	50	-918.24156
chr18	4944693	4945186	4944932	50	-466.41145
chr18	4945201	4945561	4945377	50	-532.98057
chr18	4945571	4946687	4946032	50	-641.72250
chr18	4946722	4947131	4946931	50	-637.55585
chr18	4947141	4947642	4947439	50	-488.90474
chr18	4947643	4948400	4948029	50	-784.69170
chr18	4948401	4948912	4948692	50	-735.15054
chr18	4948918	4949539	4949246	50	-760.40791
chr18	4949558	4950225	4949910	50	-792.82738
chr18	4950264	4951049	4950654	50	-986.83112
chr18	4951050	4952020	4951502	50	-739.31005
chr18	4952021	4953003	4952509	50	-408.25655
chr18	4953026	4954038	4953603	50	-528.02629
chr18	4954052	4954927	4954561	50	-739.52736
chr18	4954934	4955210	4955063	50	-450.54736
chr18	4955215	4957725	4956157	50	-508.46630
chr18	4957733	4958044	4957875	50	-431.48374
chr18	4958056	4958538	4958286	50	-581.86136
chr18	4958540	4959397	4958859	50	-784.77682
chr18	4959398	4960363	4959798	50	-778.08833
chr18	4960389	4961027	4960675	50	-641.75285
chr18	4961037	4961570	4961354	50	-533.80584
chr18	4961578	4962265	4961929	50	-529.68646
chr18	4962266	4962880	4962581	50	-530.64543
chr18	4962889	4963366	4963119	50	-593.79736
chr18	4963379	4963849	4963616	50	-681.99697
chr18	4963864	4964807	4964261	50	-557.91097
chr18	4964813	4966112	4965655	50	-344.08868
chr18	4966118	4966849	4966551	50	-732.02814
chr18	4966850	4967335	4967167	50	-490.01858
chr18	4967342	4967908	4967614	50	-801.71965
chr18	4967926	4970237	4968668	50	-610.81154
chr18	4970240	4970762	4970493	50	-544.90130
chr18	4970764	4971215	4971020	50	-494.79061
chr18	4971224	4974053	4973208	50	-569.79100
chr18	4974055	4974503	4974285	50	-577.69205
chr18	4974507	4975163	4974859	50	-521.49034
chr18	4975168	4975531	4975352	50	-632.43579
chr18	4975556	4975897	4975750	50	-582.95505
chr18	4975904	4976616	4976172	50	-545.13859
chr18	4976622	4977107	4976930	50	-343.18724
chr18	4977126	4977826	4977507	50	-436.23713
chr18	4977830	4978270	4978074	50	-423.80713
chr18	4978298	4978700	4978529	50	-502.38613
chr18	4978716	4979650	4979288	50	-614.04695
chr18	4979651	4980349	4980022	50	-545.23308
chr18	4980373	4980865	4980624	50	-785.97537
chr18	4980869	4981110	4981000	50	-679.99468
chr18	4981127	4981660	4981523	50	-411.54193
chr18	4981664	4982234	4981973	50	-526.18667
chr18	4982252	4982554	4982415	50	-287.13083
chr18	4982566	4983035	4982824	50	-551.55386
chr18	4983038	4983468	4983232	50	-714.00821
chr18	4983485	4984636	4984085	50	-624.45203
chr18	4984645	4985249	4984951	50	-673.63323
chr18	4985250	4985895	4985632	50	-548.37711
chr18	4985896	4986586	4986300	50	-675.60398
chr18	4986589	4987396	4986835	50	-392.50193
chr18	4987414	4988474	4987993	50	-492.83270
chr18	4988477	4989784	4988868	50	-627.50134
chr18	4989808	4990480	4990106	50	-641.86124
chr18	4990486	4991046	4990739	50	-716.47993
chr18	4991054	4992165	4991531	50	-850.33187
chr18	4992168	4993030	4992625	50	-885.54927
chr18	4993031	4993594	4993327	50	-641.55536
chr18	4993613	4994211	4993915	50	-598.59378
chr18	4994212	4994699	4994455	50	-639.05332
chr18	4994702	4995139	4994929	50	-489.57554
chr18	4995182	4996130	4995639	50	-750.90479
chr18	4996136	4996798	4996417	50	-649.36148
chr18	4996809	4997264	4997054	50	-597.88690
chr18	4997276	4997798	4997497	50	-662.76808
chr18	4997799	4998423	4998112	50	-670.31367
chr18	4998436	4998918	4998696	50	-733.76604
chr18	4998931	5000696	4999349	50	-443.70932
chr18	5000953	5001730	5001454	50	-447.03327
chr18	5001733	5002236	5001970	50	-569.24268
chr18	5002246	5002768	5002501	50	-607.01986
chr18	5002771	5003392	5003058	50	-607.72072
chr18	5003480	5004375	5004123	50	-692.56672
chr18	5004379	5004898	5004614	50	-478.52699
chr18	5004906	5005572	5005254	50	-691.47969
chr18	5005576	5007381	5006733	50	-734.31890
chr18	5007382	5007803	5007563	50	-566.13687
chr18	5007805	5008541	5008108	50	-933.86574
chr18	5008569	5009098	5008853	50	-452.31439
chr18	5009107	5009865	5009490	50	-924.43894
chr18	5009866	5010439	5010167	50	-935.04835
chr18	5010448	5010936	5010650	50	-641.90324
chr18	5010937	5011236	5011095	50	-408.47307
chr18	5011237	5012197	5011598	50	-607.36705
chr18	5012224	5013207	5012759	50	-562.59013
chr18	5013212	5013702	5013421	50	-518.72555
chr18	5013719	5014523	5014096	50	-856.63819
chr18	5014527	5015614	5015154	50	-525.73044
chr18	5015619	5016239	5015928	50	-768.04722
chr18	5016242	5016782	5016499	50	-541.31467
chr18	5016797	5017462	5017086	50	-663.81472
chr18	5017483	5018529	5018129	50	-823.04307
chr18	5018530	5018938	5018745	50	-618.27162
chr18	5018941	5019525	5019264	50	-541.69894
chr18	5019526	5020219	5019798	50	-732.30879
chr18	5020221	5020797	5020540	50	-544.88138
chr18	5020811	5021782	5021374	50	-688.74139
chr18	5021792	5022287	5022037	50	-393.44745
chr18	5022289	5023082	5022727	50	-612.83669
chr18	5023097	5023671	5023312	50	-514.80141
chr18	5023702	5024655	5024090	50	-546.94748
chr18	5024676	5025118	5024860	50	-627.32732
chr18	5025129	5025727	5025414	50	-438.37034
chr18	5025732	5026289	5026026	50	-434.21437
chr18	5026304	5026749	5026547	50	-484.27929
chr18	5026753	5027191	5027013	50	-387.51348
chr18	5027192	5027795	5027479	50	-496.78786
chr18	5027799	5028300	5028074	50	-471.83272
chr18	5028302	5029672	5028872	50	-437.47328
chr18	5029681	5031277	5030657	50	-455.70923
chr18	5031310	5032401	5031828	50	-400.09610
chr18	5032556	5033724	5033167	50	-332.49323
