scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr18,4020001,4040000,4025923,867,522,8.3224,2.9986,0.4703,0.1148,0.0889
chr18,4025001,4045000,4027698,530,315,3.8014,1.6735,0.3887,0.0699,0.055
chr18,4055001,4075000,4070350,836,510,7.2764,4.5087,0.2349,0.0628,0.0458
chr18,4060001,4080000,4073339,1441,900,9.4196,7.4924,0.114,0.0246,0.0191
chr18,4065001,4085000,4075911,1796,1098,11.1987,9.3936,0.0877,0.0151,0.0117
chr18,4070001,4090000,4079159,1892,1148,10.3041,11.6301,-0.0605,-0.0094,-0.0073
chr18,4075001,4095000,4083764,1708,1040,12.9443,11.3464,0.0658,0.0099,0.0078
chr18,4080001,4100000,4089622,1443,867,12.0555,9.9399,0.0962,0.0136,0.0106
chr18,4085001,4105000,4095233,1367,855,9.9816,8.0959,0.1043,0.014,0.011
chr18,4090001,4110000,4101062,1533,977,9.1739,3.4247,0.4563,0.04,0.032
chr18,4095001,4115000,4105470,1608,1010,16.1751,2.9993,0.6872,0.0945,0.0696
chr18,4100001,4120000,4110289,1724,1073,21.1639,1.8974,0.8355,0.1344,0.0935
chr18,4105001,4125000,4114441,1715,1056,26.8166,2.7198,0.8158,0.1639,0.1116
chr18,4110001,4130000,4119793,1570,953,27.3624,4.8209,0.7004,0.1958,0.1246
chr18,4115001,4135000,4125436,1695,1005,25.4848,6.461,0.5955,0.1788,0.116
chr18,4120001,4140000,4130922,1727,998,31.1532,7.2013,0.6245,0.2452,0.1555
chr18,4125001,4145000,4134802,1712,979,28.4732,8.254,0.5505,0.199,0.1253
chr18,4130001,4150000,4139673,1822,1054,27.9583,8.8186,0.5204,0.1469,0.0978
chr18,4135001,4155000,4145054,1722,1010,18.9573,8.6676,0.3725,0.0693,0.0492
chr18,4140001,4160000,4150385,1657,1008,8.8237,9.8275,-0.0538,-0.0061,-0.0047
chr18,4145001,4165000,4155099,1814,1086,5.7022,10.1387,-0.2801,-0.0251,-0.0195
chr18,4150001,4170000,4159367,1616,982,2.5858,7.8789,-0.5058,-0.0308,-0.0246
chr18,4155001,4175000,4164349,1570,977,2.6133,7.0973,-0.4618,-0.0251,-0.0204
chr18,4160001,4180000,4169511,1505,941,10.943,6.4911,0.2554,0.0272,0.0209
chr18,4165001,4185000,4175515,1411,924,14.0828,4.3771,0.5258,0.0659,0.0504
chr18,4170001,4190000,4180432,1592,984,20.3511,5.2407,0.5904,0.1166,0.0844
chr18,4175001,4195000,4185636,1706,976,41.564,5.4427,0.7684,0.347,0.2066
chr18,4180001,4200000,4190322,1865,1049,34.4897,5.1651,0.7395,0.264,0.1691
chr18,4185001,4205000,4195279,2038,1149,34.2541,9.2061,0.5763,0.1893,0.1281
chr18,4190001,4210000,4199585,1999,1200,28.2687,8.4112,0.5414,0.1233,0.0904
chr18,4195001,4215000,4204080,1897,1212,7.3946,9.1503,-0.1061,-0.01,-0.0083
chr18,4200001,4220000,4209063,1771,1144,4.4634,9.4116,-0.3566,-0.0261,-0.0224
chr18,4205001,4225000,4214536,1542,983,0.9775,5.5128,-0.6988,-0.0258,-0.0217
chr18,4210001,4230000,4217630,1162,711,0.6158,3.8849,-0.7263,-0.0269,-0.0222
chr18,4215001,4235000,4221740,883,533,0.3996,2.193,-0.6917,-0.0204,-0.0155
chr18,4220001,4240000,4230399,848,483,2.3878,1.4902,0.2315,0.0112,0.008
chr18,4225001,4245000,4239020,1006,534,3.6881,1.641,0.3841,0.0218,0.0167
chr18,4230001,4250000,4242427,1499,827,5.1264,3.1261,0.2424,0.013,0.0104
chr18,4235001,4255000,4245124,1761,993,6.3321,5.48,0.0721,0.0047,0.0038
chr18,4240001,4260000,4250048,1978,1149,10.947,11.4407,-0.022,-0.0024,-0.0019
chr18,4245001,4265000,4255059,1984,1213,14.0156,15.1527,-0.039,-0.0055,-0.0045
chr18,4250001,4270000,4260039,1883,1157,21.5434,16.6478,0.1282,0.0278,0.0207
chr18,4255001,4275000,4265029,2125,1297,24.3516,15.9402,0.2088,0.0398,0.0302
chr18,4260001,4280000,4270386,2091,1249,19.221,10.6327,0.2877,0.046,0.0347
chr18,4265001,4285000,4274873,2024,1178,15.37,8.8692,0.2682,0.038,0.0285
chr18,4270001,4290000,4279791,2178,1289,12.8249,9.2944,0.1596,0.0172,0.014
chr18,4275001,4295000,4284402,1933,1187,10.2759,10.1269,0.0073,0.0009,0.0007
chr18,4280001,4300000,4289178,1724,1090,10.5349,10.6891,-0.0073,-0.001,-0.0008
chr18,4285001,4305000,4294464,1760,1153,15.8996,10.5282,0.2032,0.0351,0.0278
chr18,4290001,4310000,4300798,1662,1046,17.636,8.1397,0.3684,0.0868,0.0662
chr18,4295001,4315000,4305781,1773,1078,20.0275,8.028,0.4277,0.1131,0.0825
chr18,4300001,4320000,4310170,1971,1190,20.917,7.294,0.4829,0.1089,0.0814
chr18,4305001,4325000,4314824,1915,1173,15.3361,5.5487,0.4686,0.0731,0.0566
chr18,4310001,4330000,4319838,1863,1161,8.035,6.3117,0.1201,0.0102,0.0082
chr18,4315001,4335000,4324819,1822,1090,8.9399,5.235,0.2614,0.0217,0.0178
chr18,4320001,4340000,4330752,1860,1140,19.7717,9.6065,0.346,0.0559,0.0451
chr18,4325001,4345000,4334640,1741,1040,27.3664,10.5316,0.4442,0.0979,0.0775
chr18,4330001,4350000,4339260,1672,1009,27.3814,10.3632,0.4509,0.1139,0.0893
chr18,4335001,4355000,4344075,1566,992,26.3221,10.3854,0.4342,0.1071,0.0864
chr18,4340001,4360000,4349987,1307,845,16.259,5.1633,0.5179,0.089,0.0748
chr18,4345001,4365000,4354313,1271,844,10.0679,5.5125,0.2924,0.0393,0.0337
chr18,4350001,4370000,4357203,911,621,9.1354,3.835,0.4087,0.0647,0.0552
chr18,4355001,4375000,4364417,894,597,6.0473,4.2187,0.1781,0.0246,0.0209
chr18,4360001,4380000,4371951,991,652,3.516,4.797,-0.1541,-0.0164,-0.0136
chr18,4365001,4385000,4377921,1137,735,8.3213,4.8868,0.26,0.0349,0.0258
chr18,4370001,4390000,4379728,1391,912,18.7498,5.0158,0.5779,0.1017,0.0722
chr18,4375001,4395000,4384440,1444,931,19.2141,3.6605,0.68,0.1204,0.0846
chr18,4380001,4400000,4390095,1454,938,21.0445,10.6706,0.3271,0.08,0.0559
chr18,4385001,4405000,4395435,1383,921,17.1236,12.0986,0.172,0.0413,0.0307
chr18,4390001,4410000,4400321,1562,1062,9.0716,12.2684,-0.1498,-0.0259,-0.0212
chr18,4395001,4415000,4404935,1529,1061,8.8042,13.3158,-0.204,-0.0336,-0.0273
chr18,4400001,4420000,4410550,1571,1079,7.8229,5.5561,0.1694,0.016,0.0134
chr18,4405001,4425000,4414620,1558,1048,6.7138,2.416,0.4707,0.0315,0.0272
chr18,4410001,4430000,4420257,1542,996,7.9196,5.2916,0.1989,0.018,0.0155
chr18,4415001,4435000,4424890,1601,1022,8.6714,6.4704,0.1454,0.0142,0.0122
chr18,4420001,4440000,4430115,1502,948,9.3829,7.6062,0.1046,0.0124,0.0104
chr18,4425001,4445000,4435149,1657,1039,10.294,10.7444,-0.0214,-0.0028,-0.0023
chr18,4430001,4450000,4440550,1700,1031,11.5653,8.9519,0.1274,0.0185,0.0149
chr18,4435001,4455000,4445427,1760,1066,16.2719,7.8335,0.3501,0.0641,0.0501
chr18,4440001,4460000,4449632,1789,1076,18.9131,10.1132,0.3032,0.0753,0.0572
chr18,4445001,4465000,4454439,1663,1005,22.3727,9.1375,0.42,0.1556,0.1068
chr18,4450001,4470000,4459543,1569,955,26.129,9.9455,0.4486,0.1925,0.1283
chr18,4455001,4475000,4465285,1551,963,25.1721,12.4621,0.3377,0.149,0.0956
chr18,4460001,4480000,4470621,1636,1036,28.1062,10.48,0.4568,0.2202,0.1304
chr18,4465001,4485000,4475365,1700,1054,31.2435,8.7024,0.5643,0.2813,0.1722
chr18,4470001,4490000,4480144,1791,1119,34.3117,7.4864,0.6418,0.3578,0.2204
chr18,4475001,4495000,4484433,1666,1023,39.6283,4.0562,0.8143,0.5623,0.3491
chr18,4480001,4500000,4489719,1565,948,36.374,4.1712,0.7942,0.4525,0.3169
chr18,4485001,4505000,4494986,1566,957,42.1486,4.6143,0.8027,0.4664,0.3191
chr18,4490001,4510000,4500223,1416,866,36.3535,4.1647,0.7944,0.4317,0.3012
chr18,4495001,4515000,4505202,1536,956,30.0979,4.3751,0.7462,0.3323,0.2468
chr18,4500001,4520000,4509788,1538,954,28.5016,4.1253,0.7471,0.3715,0.2574
chr18,4505001,4525000,4514813,1435,887,19.5502,4.1985,0.6464,0.261,0.181
chr18,4510001,4530000,4519739,1527,961,20.7662,6.1732,0.5417,0.2081,0.1389
chr18,4515001,4535000,4525476,1529,944,24.618,7.4153,0.537,0.2247,0.1533
chr18,4520001,4540000,4530869,1621,987,28.0518,8.0693,0.5532,0.2101,0.1579
chr18,4525001,4545000,4535608,1855,1133,28.2989,9.7815,0.4863,0.1881,0.14
chr18,4530001,4550000,4540199,1902,1145,24.2304,7.8234,0.5119,0.1764,0.1282
chr18,4535001,4555000,4544924,1933,1183,25.2768,14.6619,0.2658,0.1126,0.0718
chr18,4540001,4560000,4550247,2063,1312,29.6572,16.6949,0.2797,0.1377,0.0812
chr18,4545001,4565000,4555405,2029,1284,31.4333,16.7413,0.305,0.1585,0.0936
chr18,4550001,4570000,4559460,1935,1248,32.5661,18.6307,0.2722,0.1518,0.0941
chr18,4555001,4575000,4564500,2007,1276,27.1198,12.1604,0.3808,0.1767,0.1196
chr18,4560001,4580000,4568986,1710,1064,23.0618,9.3465,0.4232,0.1885,0.1297
chr18,4565001,4585000,4574075,1514,955,19.2295,8.4784,0.388,0.1733,0.1158
chr18,4570001,4590000,4578630,1467,917,24.1487,7.232,0.5391,0.2859,0.1742
chr18,4575001,4595000,4583113,1016,641,20.5634,4.9848,0.6098,0.3735,0.2132
chr18,4580001,4600000,4590120,1134,725,16.7698,6.0516,0.4697,0.2189,0.136
chr18,4585001,4605000,4596713,1339,830,21.5211,6.4712,0.5376,0.2588,0.1696
chr18,4590001,4610000,4601731,1425,876,20.4882,7.0475,0.4881,0.2334,0.1572
chr18,4595001,4615000,4603312,1480,915,20.7956,6.9338,0.4999,0.2385,0.1605
chr18,4600001,4620000,4608634,1400,825,25.4718,4.8624,0.6794,0.3881,0.2616
chr18,4605001,4625000,4615461,1297,797,22.4543,4.1745,0.6865,0.4111,0.2741
chr18,4610001,4630000,4620912,1153,730,17.8101,3.3816,0.6809,0.403,0.2784
chr18,4615001,4635000,4626099,1648,1047,27.9086,6.6802,0.6137,0.3412,0.2409
chr18,4620001,4640000,4630658,1828,1174,22.9707,9.5236,0.4138,0.1725,0.125
chr18,4625001,4645000,4635589,1891,1211,19.1739,8.1149,0.4053,0.1155,0.0894
chr18,4630001,4650000,4639402,2135,1391,17.3013,9.4563,0.2932,0.0643,0.051
chr18,4635001,4655000,4644868,1964,1271,17.6025,7.6934,0.3917,0.0893,0.064
chr18,4640001,4660000,4649766,1848,1186,22.4019,5.8514,0.5858,0.1797,0.1175
chr18,4645001,4665000,4653748,1617,1011,27.0298,5.7763,0.6478,0.2671,0.1653
chr18,4650001,4670000,4658844,1383,819,29.7693,4.1445,0.7556,0.4268,0.2423
chr18,4655001,4675000,4665569,1428,815,20.7465,2.679,0.7713,0.3008,0.2001
chr18,4660001,4680000,4671803,1587,953,25.8374,2.7298,0.8089,0.3194,0.2339
chr18,4665001,4685000,4676285,1855,1130,24.9186,3.6182,0.7464,0.2649,0.1899
chr18,4670001,4690000,4679889,2039,1245,25.9129,4.4977,0.7042,0.2424,0.1647
chr18,4675001,4695000,4684941,2063,1271,28.7876,5.3977,0.6842,0.2256,0.1417
chr18,4680001,4700000,4689746,1912,1162,27.0263,5.2401,0.6752,0.1777,0.1195
chr18,4685001,4705000,4694884,1846,1116,28.8497,5.9315,0.6589,0.1742,0.1194
chr18,4690001,4710000,4700059,1925,1168,34.8291,7.6931,0.6382,0.195,0.1406
chr18,4695001,4715000,4705292,1835,1150,35.0402,8.2187,0.62,0.2163,0.1658
chr18,4700001,4720000,4709810,1842,1181,28.5717,8.7429,0.5314,0.1912,0.1398
chr18,4705001,4725000,4714735,1849,1181,26.2579,10.5935,0.4251,0.1667,0.1218
chr18,4710001,4730000,4720067,1733,1119,19.5945,8.8242,0.379,0.125,0.0921
chr18,4715001,4735000,4724959,1648,1065,18.2226,9.8125,0.3,0.104,0.0778
chr18,4720001,4740000,4730200,1709,1085,25.0193,10.3188,0.416,0.1832,0.1335
chr18,4725001,4745000,4735899,1783,1113,29.9202,8.4522,0.5595,0.2705,0.1915
chr18,4730001,4750000,4740439,1782,1129,35.2776,7.5477,0.6475,0.3541,0.2299
chr18,4735001,4755000,4744427,1785,1161,32.5864,6.818,0.6539,0.2283,0.1692
chr18,4740001,4760000,4749880,1820,1211,23.7908,8.0759,0.4931,0.116,0.0918
chr18,4745001,4765000,4755263,1712,1155,18.0311,8.9387,0.3371,0.0637,0.0523
chr18,4750001,4770000,4759972,1680,1097,17.775,12.2636,0.1835,0.0359,0.0292
chr18,4755001,4775000,4764634,1761,1105,33.1999,11.4238,0.488,0.162,0.1175
chr18,4760001,4780000,4770303,1740,1069,48.5494,9.1458,0.683,0.3401,0.2188
chr18,4765001,4785000,4775633,1827,1118,54.9077,9.9159,0.6941,0.4138,0.258
chr18,4770001,4790000,4780153,1912,1195,52.3429,7.4358,0.7512,0.4789,0.3051
chr18,4775001,4795000,4784964,1985,1241,50.879,8.7703,0.7059,0.4738,0.3137
chr18,4780001,4800000,4790140,2049,1268,42.9001,9.9779,0.6226,0.3647,0.2518
chr18,4785001,4805000,4795109,2035,1284,41.5527,9.2418,0.6361,0.3817,0.2489
chr18,4790001,4810000,4799405,1959,1222,40.0889,10.26,0.5924,0.3602,0.2223
chr18,4795001,4815000,4804629,1922,1191,30.5899,10.2481,0.4981,0.2684,0.1694
chr18,4800001,4820000,4810322,1894,1163,26.8054,8.7463,0.508,0.2993,0.1785
chr18,4805001,4825000,4815617,1882,1164,26.2468,8.649,0.5043,0.2883,0.1655
chr18,4810001,4830000,4820049,1937,1184,25.9574,7.3267,0.5597,0.3257,0.1899
chr18,4815001,4835000,4825171,2001,1245,34.0063,6.345,0.6855,0.4748,0.2557
chr18,4820001,4840000,4830496,2019,1244,36.1788,7.9034,0.6414,0.4346,0.2497
chr18,4825001,4845000,4834607,1832,1116,31.0241,8.0277,0.5889,0.433,0.2356
chr18,4830001,4850000,4839860,1938,1186,34.804,10.1228,0.5494,0.4217,0.2229
chr18,4835001,4855000,4845187,1869,1138,25.7152,9.5534,0.4582,0.2671,0.1482
chr18,4840001,4860000,4850482,1742,1089,22.0329,8.2968,0.4529,0.2525,0.137
chr18,4845001,4865000,4854142,1828,1161,24.3341,8.5479,0.4801,0.2569,0.1485
chr18,4850001,4870000,4858377,1465,956,20.3663,5.9118,0.5501,0.2636,0.1617
chr18,4855001,4875000,4865123,1500,979,23.2288,8.3728,0.4701,0.2798,0.1729
chr18,4860001,4880000,4871075,1589,1023,28.8681,9.6528,0.4988,0.3429,0.2097
chr18,4865001,4885000,4876148,1590,1004,32.2181,7.9867,0.6027,0.4126,0.2577
chr18,4870001,4890000,4880109,1949,1234,44.1215,10.105,0.6273,0.4218,0.2647
chr18,4875001,4895000,4884708,1802,1136,41.5932,8.9871,0.6446,0.4122,0.2624
chr18,4880001,4900000,4890017,1722,1105,37.0827,10.488,0.5591,0.3242,0.2148
chr18,4885001,4905000,4893831,1565,1016,30.7277,10.9561,0.4743,0.2486,0.175
chr18,4890001,4910000,4900562,1507,964,22.6219,14.3521,0.2237,0.093,0.0716
chr18,4895001,4915000,4906102,1663,1048,30.2675,14.4976,0.3523,0.1565,0.1207
chr18,4900001,4920000,4911281,1682,1055,30.3233,12.3489,0.4212,0.1754,0.1338
chr18,4905001,4925000,4913913,1714,1082,32.079,12.733,0.4317,0.1821,0.1365
chr18,4910001,4930000,4918953,1581,1013,29.1935,7.6902,0.583,0.2613,0.192
chr18,4915001,4935000,4925147,1519,994,25.3327,7.5374,0.5414,0.2549,0.1683
chr18,4920001,4940000,4931199,1588,1035,28.3359,6.4258,0.6303,0.3183,0.2049
chr18,4925001,4945000,4935730,1827,1154,29.7484,7.8303,0.5833,0.2927,0.1911
chr18,4930001,4950000,4940283,1996,1244,29.4647,10.3774,0.4791,0.2156,0.1428
chr18,4935001,4955000,4944740,1960,1223,24.4963,11.7272,0.3525,0.1313,0.095
chr18,4940001,4960000,4949304,1787,1111,18.4415,11.0813,0.2493,0.083,0.061
chr18,4945001,4965000,4954851,1791,1135,19.1105,8.826,0.3681,0.1171,0.0869
chr18,4950001,4970000,4959640,1565,982,19.5501,7.0536,0.4697,0.1654,0.122
chr18,4955001,4975000,4964157,1406,865,20.4498,3.7475,0.6903,0.2416,0.1764
chr18,4960001,4980000,4970004,1617,977,33.537,5.8989,0.7008,0.3131,0.2283
chr18,4965001,4985000,4976407,1669,991,35.0864,7.9709,0.6298,0.2928,0.2091
chr18,4970001,4990000,4980458,1776,1050,32.5315,7.4826,0.626,0.28,0.1999
chr18,4975001,4995000,4984583,2040,1235,32.2136,9.5429,0.5429,0.2495,0.1785
chr18,4980001,5000000,4989740,1980,1225,23.0558,9.8839,0.3999,0.1802,0.122
chr18,4985001,5005000,4994853,1800,1125,18.4604,11.3229,0.2396,0.1632,0.0601
chr18,4990001,5010000,4999668,1848,1180,20.6774,12.9846,0.2285,0.1449,0.0577
chr18,4995001,5015000,5005224,1843,1164,20.9011,11.8901,0.2748,0.1774,0.0672
chr18,5000001,5020000,5010621,1832,1138,19.067,11.0108,0.2678,0.1537,0.0625
chr18,5005001,5025000,5014893,1900,1169,18.6065,7.9644,0.4005,0.1151,0.0827
chr18,5010001,5030000,5019517,1888,1169,15.2389,9.6444,0.2248,0.0457,0.0295
chr18,5015001,5035000,5023851,1602,997,12.7894,12.4104,0.015,0.0032,0.0021
chr18,5020001,5040000,5029775,1608,997,8.7894,10.6219,-0.0944,-0.0135,-0.0092
chr18,5025001,5045000,5035356,1606,990,14.7438,9.4708,0.2178,0.0339,0.0245
chr18,5030001,5050000,5041303,1696,996,20.3621,5.5119,0.5739,0.1184,0.0945
chr18,5035001,5055000,5045051,1941,1134,23.5037,4.8308,0.659,0.1346,0.1083
chr18,5040001,5060000,5050024,1928,1126,28.3728,5.6388,0.6684,0.1694,0.1281
chr18,5045001,5065000,5054237,1831,1105,38.7992,5.3038,0.7595,0.2729,0.1912
chr18,5050001,5070000,5059305,1672,1095,45.1265,4.7131,0.8109,0.3195,0.2325
chr18,5055001,5075000,5064324,1521,1070,52.5725,1.7602,0.9352,0.4179,0.2975
chr18,5060001,5080000,5069863,1376,1026,59.9088,1.2671,0.9586,0.5062,0.3616
chr18,5065001,5085000,5075274,1448,1083,52.6014,1.1449,0.9574,0.5435,0.3723
chr18,5070001,5090000,5080549,1459,1045,45.4526,1.494,0.9364,0.4544,0.3134
chr18,5075001,5095000,5085185,1487,999,39.781,1.9333,0.9073,0.4,0.2787
chr18,5080001,5100000,5090448,1667,1076,37.6932,2.7975,0.8618,0.3589,0.2397
chr18,5085001,5105000,5095914,1801,1188,57.3471,4.6472,0.8501,0.4375,0.306
chr18,5090001,5110000,5100320,1823,1232,61.0445,5.5412,0.8336,0.4055,0.3028
chr18,5095001,5115000,5104742,1943,1331,65.4645,6.9343,0.8084,0.4105,0.3062
chr18,5100001,5120000,5109313,1807,1266,72.5658,10.942,0.7379,0.4379,0.3263
chr18,5105001,5125000,5114139,1503,1010,48.8896,15.2163,0.5253,0.2894,0.2055
chr18,5110001,5130000,5118906,1418,916,45.1878,17.2259,0.448,0.2723,0.1753
chr18,5115001,5135000,5124645,1218,769,35.4284,22.3188,0.227,0.1186,0.0741
chr18,5120001,5140000,5130463,1146,738,20.059,17.4885,0.0685,0.0242,0.0141
chr18,5125001,5145000,5135307,1233,831,13.4748,11.493,0.0794,0.018,0.0107
chr18,5130001,5150000,5140557,1226,822,9.3039,8.4229,0.0497,0.0078,0.0048
chr18,5135001,5155000,5145475,1320,895,11.337,2.0123,0.6985,0.075,0.0516
chr18,5140001,5160000,5150468,1401,941,10.5709,1.7796,0.7118,0.0688,0.0541
chr18,5145001,5165000,5154275,1262,834,10.6834,1.5513,0.7464,0.0741,0.0633
chr18,5150001,5170000,5159008,1232,832,9.1042,1.2731,0.7546,0.0719,0.0636
chr18,5155001,5175000,5165171,1243,826,9.1224,0.9049,0.8195,0.0823,0.0727
chr18,5160001,5180000,5170165,1091,706,8.6035,3.3322,0.4416,0.0555,0.0498
chr18,5165001,5185000,5173022,974,632,7.2945,3.8075,0.3141,0.0446,0.0398
chr18,5170001,5190000,5180092,1125,724,12.2031,6.7734,0.2861,0.0507,0.0455
chr18,5175001,5195000,5187091,1187,747,11.7954,7.5154,0.2216,0.0449,0.0383
chr18,5180001,5200000,5192473,1485,890,15.7706,6.787,0.3982,0.0815,0.0646
chr18,5185001,5205000,5195084,1821,1087,22.8189,8.1503,0.4736,0.1192,0.0911
chr18,5190001,5210000,5199904,1852,1098,25.0476,7.8965,0.5206,0.1727,0.119
chr18,5195001,5215000,5204887,1933,1163,28.3694,9.2512,0.5082,0.1872,0.1285
chr18,5200001,5220000,5209964,1862,1138,28.1153,10.5263,0.4552,0.1575,0.1175
chr18,5205001,5225000,5214834,1945,1211,24.7271,11.2539,0.3745,0.1131,0.0872
chr18,5210001,5230000,5219568,1921,1211,19.8912,9.3952,0.3584,0.0906,0.0724
chr18,5215001,5235000,5224386,1761,1113,15.874,9.3343,0.2594,0.0599,0.0485
chr18,5220001,5240000,5229369,1710,1090,16.2824,7.7145,0.357,0.0958,0.0751
chr18,5225001,5245000,5235171,1687,1036,15.2964,8.8313,0.268,0.0666,0.0518
chr18,5230001,5250000,5240223,1658,985,16.452,11.0036,0.1984,0.0479,0.0369
chr18,5235001,5255000,5244905,1690,1004,17.0288,9.4185,0.2878,0.0703,0.0548
chr18,5240001,5260000,5250240,1815,1088,17.8789,10.3486,0.2668,0.0738,0.0547
chr18,5245001,5265000,5253841,1517,938,15.3811,6.722,0.3918,0.1093,0.0816
chr18,5250001,5270000,5258979,1436,915,12.6121,5.449,0.3966,0.1286,0.0927
chr18,5255001,5275000,5265020,1547,974,13.46,6.432,0.3533,0.0991,0.0685
chr18,5260001,5280000,5270540,1259,809,10.4648,4.5122,0.3974,0.0848,0.0626
chr18,5265001,5285000,5274671,1424,895,15.7763,7.5558,0.3523,0.0874,0.0659
chr18,5270001,5290000,5280042,1568,957,18.8775,8.1392,0.3975,0.1025,0.0774
chr18,5275001,5295000,5286385,1527,926,19.0427,7.4976,0.435,0.1133,0.0907
chr18,5280001,5300000,5290945,1823,1096,21.0417,8.7382,0.4131,0.0993,0.0811
chr18,5285001,5305000,5295261,1980,1166,17.7002,7.8784,0.384,0.0928,0.0731
chr18,5290001,5310000,5300103,1981,1144,16.23,6.7287,0.4138,0.0968,0.0753
chr18,5295001,5315000,5305024,2056,1187,21.7754,8.0774,0.4589,0.1378,0.1053
chr18,5300001,5320000,5309829,1966,1109,19.2994,7.6086,0.4345,0.1367,0.1018
chr18,5305001,5325000,5314458,1852,1052,18.8318,10.542,0.2822,0.0912,0.0694
chr18,5310001,5330000,5319567,1855,1074,18.649,11.9322,0.2196,0.0683,0.0532
chr18,5315001,5335000,5324757,1686,975,10.3148,10.655,-0.0162,-0.0038,-0.0029
chr18,5320001,5340000,5330049,1679,976,10.2595,10.2687,-0.0004,-0.0001,-0.0001
chr18,5325001,5345000,5334913,1732,995,12.2637,9.9532,0.104,0.0228,0.0167
chr18,5330001,5350000,5340081,1627,941,14.0862,10.5657,0.1428,0.0403,0.0283
chr18,5335001,5355000,5344614,1635,926,19.6643,11.016,0.2819,0.1032,0.0689
chr18,5340001,5360000,5350041,1631,951,19.5201,12.0939,0.2349,0.1068,0.0684
chr18,5345001,5365000,5355519,1654,994,21.4291,10.3343,0.3493,0.1565,0.0986
chr18,5350001,5370000,5360008,1685,1017,19.0153,10.8323,0.2742,0.108,0.0706
chr18,5355001,5375000,5364257,1595,1009,17.1487,9.9559,0.2654,0.0893,0.0628
chr18,5360001,5380000,5369982,1639,1021,17.7198,10.1266,0.2727,0.0909,0.0663
chr18,5365001,5385000,5375092,1553,976,14.0715,9.1979,0.2094,0.0611,0.0488
chr18,5370001,5390000,5380670,1593,997,14.7491,7.1155,0.3491,0.096,0.0765
chr18,5375001,5395000,5384889,1757,1072,15.1215,7.9105,0.3131,0.0934,0.0734
chr18,5380001,5400000,5390196,1722,1062,16.6357,6.6101,0.4313,0.1338,0.1037
chr18,5385001,5405000,5394951,1786,1068,18.8806,7.3756,0.4382,0.1465,0.1108
chr18,5390001,5410000,5399613,1705,1012,19.3626,7.4946,0.4419,0.1237,0.0977
chr18,5395001,5415000,5404831,1671,981,16.9136,7.1982,0.4029,0.0928,0.0749
chr18,5400001,5420000,5410198,1675,964,18.1124,9.0616,0.3331,0.0789,0.0632
chr18,5405001,5425000,5415638,1715,1001,19.955,7.4461,0.4565,0.1032,0.085
chr18,5410001,5430000,5419865,1725,1019,20.7216,8.0164,0.4421,0.1116,0.0895
chr18,5415001,5435000,5424759,1738,1052,20.8672,24.6725,-0.0836,-0.0287,-0.021
chr18,5420001,5440000,5429082,1553,941,16.3796,35.0921,-0.3635,-0.1487,-0.1029
chr18,5425001,5445000,5434796,1445,877,12.7943,43.3821,-0.5445,-0.2196,-0.1492
chr18,5430001,5450000,5440373,1521,923,10.9539,53.3681,-0.6594,-0.2819,-0.1875
chr18,5435001,5455000,5446016,1496,881,10.7659,35.9291,-0.5389,-0.1963,-0.1319
chr18,5440001,5460000,5450308,1664,978,23.1616,23.0325,0.0028,0.0009,0.0006
chr18,5445001,5465000,5454791,1679,988,37.9103,13.5412,0.4736,0.1928,0.1156
chr18,5450001,5470000,5459588,1562,911,43.6487,1.6498,0.9272,0.3694,0.2031
chr18,5455001,5475000,5465270,1664,972,42.9053,1.676,0.9248,0.3791,0.2117
chr18,5460001,5480000,5470433,1648,928,31.289,2.1272,0.8727,0.2938,0.1703
chr18,5465001,5485000,5474975,1627,936,24.0459,2.5273,0.8098,0.2435,0.1485
chr18,5470001,5490000,5479283,1653,963,24.4264,3.7978,0.7309,0.2434,0.1638
chr18,5475001,5495000,5485003,1561,919,26.6396,5.4683,0.6594,0.2461,0.1509
chr18,5480001,5500000,5490620,1629,970,27.6852,6.1288,0.6375,0.2096,0.1323
chr18,5485001,5505000,5495700,1756,1016,23.0418,6.6184,0.5537,0.1703,0.1106
chr18,5490001,5510000,5499490,1676,986,16.4158,5.8755,0.4728,0.1243,0.0778
chr18,5495001,5515000,5504863,1759,1076,21.4002,9.1567,0.4007,0.1292,0.087
chr18,5500001,5520000,5509424,1523,999,22.2309,8.4503,0.4492,0.2056,0.1334
chr18,5505001,5525000,5515742,1488,1014,25.6952,10.5295,0.4187,0.1616,0.106
chr18,5510001,5530000,5518527,1350,910,26.0944,10.6813,0.4191,0.1691,0.1146
chr18,5515001,5535000,5522449,873,592,17.04,5.2911,0.5261,0.1874,0.1256
chr18,5520001,5540000,5527931,873,577,18.9406,6.6894,0.478,0.1956,0.1277
chr18,5525001,5545000,5534678,454,305,9.7568,3.8626,0.4328,0.2822,0.1776
chr18,5535001,5555000,5543349,478,312,9.0731,3.6849,0.4223,0.251,0.1322
chr18,5550001,5570000,5563553,628,374,8.077,2.7598,0.4907,0.2316,0.1193
chr18,5555001,5575000,5569263,953,585,11.7142,5.593,0.3537,0.1656,0.1079
chr18,5560001,5580000,5572319,1394,859,17.7842,8.2276,0.3674,0.2135,0.1309
