scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr7,10890001,10910000,10900135,14581,604,34.1671,5.0118,0.7442,0.5016,0.3473
chr7,10895001,10915000,10905240,14883,621,24.9064,5.8992,0.617,0.4037,0.2577
chr7,10900001,10920000,10909844,15667,672,23.4994,6.4414,0.5697,0.3892,0.2353
chr7,10905001,10925000,10914970,14703,609,19.3363,5.5501,0.554,0.3681,0.2173
chr7,10910001,10930000,10920123,15378,641,14.1934,6.2123,0.3911,0.2356,0.1482
chr7,10915001,10935000,10925434,15858,651,16.8775,5.3153,0.521,0.3177,0.222
chr7,10920001,10940000,10930353,15950,669,20.0946,5.4622,0.5725,0.3646,0.272
chr7,10925001,10945000,10934746,16337,733,24.3574,6.1434,0.5972,0.4572,0.3089
chr7,10930001,10950000,10939989,16314,727,22.9201,5.6981,0.6018,0.4656,0.2897
chr7,10935001,10955000,10945128,15909,676,21.3239,4.8609,0.6287,0.4686,0.2789
chr7,10940001,10960000,10949751,15165,689,24.0337,5.3772,0.6343,0.5009,0.2755
chr7,10945001,10965000,10954735,15215,648,20.5856,6.1292,0.5411,0.4319,0.2344
chr7,10950001,10970000,10960195,15132,702,25.6134,6.9775,0.5718,0.4714,0.2728
chr7,10955001,10975000,10965399,14929,752,26.4655,9.8641,0.457,0.3963,0.2194
chr7,10960001,10980000,10970019,15649,788,23.8771,9.8943,0.414,0.3461,0.1919
chr7,10965001,10985000,10974669,15292,767,24.2049,9.0007,0.4579,0.3627,0.2115
chr7,10970001,10990000,10979942,14998,698,23.1,8.6501,0.4551,0.3799,0.212
chr7,10975001,10995000,10985494,16076,688,18.7821,6.5005,0.4858,0.4041,0.2222
chr7,10980001,11000000,10990563,16461,648,15.7523,7.854,0.3346,0.3164,0.1481
chr7,10985001,11005000,10995393,17843,685,22.661,6.8821,0.5341,0.4986,0.2551
chr7,10990001,11010000,10999827,18165,717,22.9883,6.9678,0.5348,0.5049,0.2508
chr7,10995001,11015000,11004952,17665,713,24.0163,6.9371,0.5518,0.5062,0.2575
chr7,11000001,11020000,11009637,17343,750,26.1444,5.9069,0.6314,0.5561,0.3049
chr7,11005001,11025000,11014845,16521,739,18.9496,6.8464,0.4692,0.4094,0.1991
chr7,11010001,11030000,11019734,16224,718,20.9229,8.276,0.4331,0.3649,0.1823
chr7,11015001,11035000,11024742,15526,761,30.7478,8.3708,0.572,0.4641,0.257
chr7,11020001,11040000,11029458,14742,727,34.2674,7.1459,0.6549,0.507,0.3013
chr7,11025001,11045000,11034739,14410,718,35.1505,7.1754,0.6609,0.5156,0.3181
chr7,11030001,11050000,11040016,14182,702,28.7327,4.653,0.7213,0.5074,0.3244
chr7,11035001,11055000,11045299,14307,654,20.4865,4.0166,0.6722,0.4625,0.2884
chr7,11040001,11060000,11049721,14171,615,14.7521,4.3749,0.5425,0.3812,0.2247
chr7,11045001,11065000,11055265,14846,611,13.9301,3.541,0.5946,0.4209,0.2378
chr7,11050001,11070000,11059778,14237,588,14.6286,4.8853,0.4993,0.4173,0.243
chr7,11055001,11075000,11065016,14082,583,13.0845,5.4818,0.4095,0.3567,0.1989
chr7,11060001,11080000,11069761,14710,638,14.1159,6.4705,0.3714,0.3458,0.1759
chr7,11065001,11085000,11075560,14453,714,18.6217,7.698,0.415,0.3803,0.2077
chr7,11070001,11090000,11080133,15170,787,20.2026,7.9565,0.4349,0.4207,0.2213
chr7,11075001,11095000,11085068,15470,807,23.9341,8.6393,0.4695,0.421,0.2208
chr7,11080001,11100000,11089912,15669,873,26.0527,8.8415,0.4932,0.4118,0.2302
chr7,11085001,11105000,11094744,14839,777,22.3918,7.8995,0.4784,0.3829,0.2183
chr7,11090001,11110000,11099800,14825,718,20.1994,6.5561,0.5099,0.38,0.2054
chr7,11095001,11115000,11104744,14189,679,18.0763,5.376,0.5415,0.4056,0.2387
chr7,11100001,11120000,11109969,13714,559,16.2072,3.9291,0.6098,0.4441,0.2728
chr7,11105001,11125000,11114992,14149,577,17.2543,4.3259,0.5991,0.4423,0.262
chr7,11110001,11130000,11120510,14680,645,18.4958,6.6275,0.4724,0.3603,0.2302
chr7,11115001,11135000,11124921,14413,627,16.0278,7.2269,0.3785,0.3043,0.1818
chr7,11120001,11140000,11129796,14684,679,15.2304,7.6901,0.329,0.2663,0.1531
chr7,11125001,11145000,11135030,15174,760,19.1325,8.166,0.4017,0.3635,0.2079
chr7,11130001,11150000,11140381,14573,700,21.6752,7.0391,0.5097,0.4665,0.2775
chr7,11135001,11155000,11144708,15001,757,23.882,7.6674,0.5139,0.4724,0.2839
chr7,11140001,11160000,11149672,15050,758,23.9727,8.7031,0.4673,0.4428,0.2537
chr7,11145001,11165000,11154555,13593,644,16.5621,8.1912,0.3382,0.3092,0.1665
chr7,11150001,11170000,11159871,13413,627,11.1768,7.7107,0.1835,0.1795,0.0833
chr7,11155001,11175000,11164608,12854,529,8.5427,6.4824,0.1371,0.1255,0.0582
chr7,11160001,11180000,11169140,10873,354,4.9873,4.179,0.0882,0.0862,0.0386
chr7,11165001,11185000,11174533,11479,315,7.8209,3.2513,0.4127,0.346,0.2084
chr7,11170001,11190000,11180482,11297,315,8.074,3.5337,0.3911,0.3066,0.1955
chr7,11175001,11195000,11186123,11857,395,12.1743,3.7293,0.531,0.4343,0.2834
chr7,11180001,11200000,11190425,14023,575,15.9734,5.5053,0.4874,0.4104,0.2502
chr7,11185001,11205000,11195175,13932,667,15.8273,7.2909,0.3693,0.3584,0.197
chr7,11190001,11210000,11199920,14049,686,19.8697,6.9672,0.4808,0.4558,0.2483
chr7,11195001,11215000,11204884,14267,675,17.3856,7.4776,0.3985,0.4019,0.1969
chr7,11200001,11220000,11209984,13594,647,20.7572,7.0153,0.4948,0.4496,0.2483
chr7,11205001,11225000,11214868,13738,635,28.2975,6.5168,0.6256,0.5547,0.3468
chr7,11210001,11230000,11219825,13615,634,26.2385,6.149,0.6203,0.5379,0.3588
chr7,11215001,11235000,11225537,14150,686,28.4075,6.0326,0.6497,0.5538,0.3549
chr7,11220001,11240000,11230463,14776,755,24.6117,8.3586,0.493,0.4562,0.2319
chr7,11225001,11245000,11235028,14784,745,18.3616,8.8456,0.3498,0.3366,0.1466
chr7,11230001,11250000,11239553,14876,735,19.9116,8.6655,0.3935,0.3769,0.1682
chr7,11235001,11255000,11243955,12653,544,14.1173,7.1694,0.3264,0.3193,0.1414
chr7,11240001,11260000,11249656,11989,440,13.8964,5.4535,0.4363,0.4698,0.2503
chr7,11245001,11265000,11255369,11870,466,13.821,3.9112,0.5589,0.5188,0.2962
chr7,11250001,11270000,11260967,11794,489,15.7498,3.5791,0.6297,0.5699,0.3449
chr7,11255001,11275000,11265010,12943,632,20.4308,4.3708,0.6475,0.5761,0.3216
chr7,11260001,11280000,11269663,12541,677,21.5746,4.4222,0.6598,0.5463,0.3193
chr7,11265001,11285000,11274613,12020,637,18.4695,3.7397,0.6632,0.5258,0.3062
chr7,11270001,11290000,11279862,11560,563,15.3531,3.782,0.6047,0.4379,0.2345
chr7,11275001,11295000,11285408,11695,602,16.238,3.9265,0.6106,0.4474,0.2728
chr7,11280001,11300000,11290815,12582,616,19.4195,5.6103,0.5517,0.4532,0.2636
chr7,11285001,11305000,11295482,13293,660,22.4508,6.913,0.5291,0.4486,0.2551
chr7,11290001,11310000,11299810,13482,752,23.2994,7.4103,0.5174,0.4668,0.2769
chr7,11295001,11315000,11304720,13552,744,22.8975,8.3484,0.4656,0.4501,0.2498
chr7,11300001,11320000,11309721,12762,672,19.5853,6.2385,0.5168,0.4961,0.2864
chr7,11305001,11325000,11315221,12831,654,17.6021,5.9371,0.4956,0.4643,0.2823
chr7,11310001,11330000,11320164,13179,629,17.3248,5.259,0.5343,0.4537,0.2745
chr7,11315001,11335000,11325314,13338,637,20.5272,4.6382,0.6314,0.4788,0.3205
chr7,11320001,11340000,11330038,14077,732,28.609,4.5871,0.7236,0.5451,0.3578
chr7,11325001,11345000,11333810,12069,647,30.1486,4.0596,0.7627,0.5991,0.3839
chr7,11330001,11350000,11338658,11180,590,31.9017,4.8038,0.7383,0.6208,0.4168
chr7,11335001,11355000,11344303,10175,526,28.9225,6.0437,0.6543,0.5901,0.3544
chr7,11340001,11360000,11351484,10076,504,22.6287,5.9566,0.5832,0.4947,0.3198
chr7,11345001,11365000,11355494,11390,517,19.6242,5.7447,0.5471,0.4526,0.292
chr7,11350001,11370000,11359900,11348,514,16.3586,5.8879,0.4707,0.4141,0.2272
chr7,11355001,11375000,11364583,12077,545,13.3675,4.082,0.5321,0.4369,0.2611
chr7,11360001,11380000,11370225,11712,533,13.4945,4.0775,0.5359,0.4824,0.2551
chr7,11365001,11385000,11375264,12041,619,17.4569,5.4246,0.5259,0.4962,0.2737
chr7,11370001,11390000,11379938,12892,673,17.7509,5.0997,0.5537,0.4972,0.2954
chr7,11375001,11395000,11384808,12424,641,22.723,4.8622,0.6475,0.5809,0.3529
chr7,11380001,11400000,11389990,12564,665,26.0668,5.7193,0.6401,0.5693,0.3506
chr7,11385001,11405000,11395275,12819,620,23.1315,5.4154,0.6206,0.5284,0.3286
chr7,11390001,11410000,11400573,13034,664,26.4001,7.5446,0.5555,0.4904,0.2954
chr7,11395001,11415000,11405294,14079,726,27.9894,8.5591,0.5316,0.4491,0.2799
chr7,11400001,11420000,11410279,14589,706,25.8729,7.1333,0.5678,0.424,0.2834
chr7,11405001,11425000,11414963,14731,725,29.2723,5.8339,0.6676,0.4996,0.3321
chr7,11410001,11430000,11419872,15002,752,28.9091,5.4422,0.6831,0.4813,0.3129
chr7,11415001,11435000,11424458,14078,680,26.9845,5.1833,0.6777,0.4724,0.3038
chr7,11420001,11440000,11428873,12372,597,22.8931,5.3794,0.6195,0.4693,0.2849
chr7,11425001,11445000,11434670,12393,605,25.9203,7.7089,0.5415,0.4353,0.2653
chr7,11430001,11450000,11440510,11795,542,23.1842,7.4985,0.5112,0.4473,0.2625
chr7,11435001,11455000,11445493,11972,554,20.0668,6.7967,0.494,0.4411,0.2568
chr7,11440001,11460000,11449700,13039,635,21.8153,7.3122,0.4979,0.4776,0.2605
chr7,11445001,11465000,11454902,12253,616,18.3362,5.0892,0.5655,0.5159,0.2694
chr7,11450001,11470000,11459608,11656,524,16.8912,4.192,0.6023,0.5527,0.3063
chr7,11455001,11475000,11464637,11229,529,17.7593,5.2959,0.5406,0.5301,0.2745
chr7,11460001,11480000,11470095,10566,497,15.8173,4.8455,0.531,0.507,0.2812
chr7,11465001,11485000,11475163,10391,457,11.4844,5.5443,0.3488,0.3453,0.194
chr7,11470001,11490000,11480667,11195,549,14.1119,5.5289,0.437,0.3895,0.2164
chr7,11475001,11495000,11485859,12181,636,13.1809,5.2047,0.4338,0.338,0.1972
chr7,11480001,11500000,11489818,11976,600,12.3823,4.7261,0.4475,0.332,0.182
chr7,11485001,11505000,11494960,13092,746,18.0507,5.0623,0.562,0.3778,0.2352
chr7,11490001,11510000,11500044,12770,741,16.6247,4.8681,0.547,0.2865,0.2058
chr7,11495001,11515000,11505625,12602,727,19.1015,5.3509,0.5623,0.3144,0.2174
chr7,11500001,11520000,11509539,13011,772,21.8099,5.6914,0.5861,0.3267,0.2291
chr7,11505001,11525000,11514865,12235,681,18.9578,5.8743,0.5269,0.3032,0.1982
chr7,11510001,11530000,11520014,12455,688,22.8739,5.1543,0.6322,0.4372,0.2723
chr7,11515001,11535000,11525895,13024,681,20.4452,5.1919,0.595,0.2832,0.2017
chr7,11520001,11540000,11531114,15195,711,16.467,4.8849,0.5424,0.1768,0.1373
chr7,11525001,11545000,11535545,16363,794,18.3734,5.4252,0.5441,0.181,0.1447
chr7,11530001,11550000,11540059,17337,798,19.402,5.8889,0.5343,0.1719,0.1259
chr7,11535001,11555000,11544645,17411,832,28.8679,5.6822,0.6711,0.3285,0.2031
chr7,11540001,11560000,11549682,16131,819,39.5214,5.8711,0.7413,0.5025,0.2892
chr7,11545001,11565000,11553713,13954,589,33.3519,3.8634,0.7924,0.5627,0.3044
chr7,11550001,11570000,11558522,12249,521,26.5841,4.9443,0.6864,0.5311,0.2685
chr7,11555001,11575000,11564937,11628,480,19.4421,3.6429,0.6844,0.4723,0.2746
chr7,11560001,11580000,11571373,11998,515,16.0054,3.8317,0.6137,0.4137,0.2362
chr7,11565001,11585000,11575648,13833,755,24.6864,5.877,0.6154,0.4151,0.2497
chr7,11570001,11590000,11579936,14505,829,27.5388,6.6353,0.6117,0.4593,0.2867
chr7,11575001,11595000,11584658,14434,829,24.8235,8.6722,0.4822,0.3451,0.2156
chr7,11580001,11600000,11590058,14176,871,22.7192,10.1468,0.3825,0.277,0.1749
chr7,11585001,11605000,11595207,13612,756,18.2412,9.6579,0.3077,0.2111,0.1397
chr7,11590001,11610000,11599912,13571,719,16.6094,7.4209,0.3824,0.2081,0.1502
chr7,11595001,11615000,11603762,11769,581,13.756,5.958,0.3956,0.2202,0.1561
chr7,11600001,11620000,11610126,11592,501,12.2629,4.9454,0.4252,0.1699,0.1303
chr7,11605001,11625000,11615719,11821,590,13.8263,4.5898,0.5015,0.207,0.1484
chr7,11610001,11630000,11620600,11072,558,14.8122,5.0294,0.493,0.248,0.1646
chr7,11615001,11635000,11623179,10560,581,16.1496,4.5221,0.5625,0.2858,0.192
chr7,11620001,11640000,11629832,10536,596,15.0392,5.9795,0.431,0.2633,0.1633
chr7,11625001,11645000,11636675,10958,621,12.2045,6.471,0.307,0.1313,0.0908
chr7,11630001,11650000,11641487,11404,634,11.1844,5.8227,0.3153,0.1163,0.0879
chr7,11635001,11655000,11645154,14332,762,13.0978,6.9789,0.3048,0.1067,0.0821
chr7,11640001,11660000,11650152,14527,777,14.418,5.7732,0.4281,0.1595,0.1146
chr7,11645001,11665000,11655666,14840,730,23.222,7.8705,0.4937,0.3282,0.1761
chr7,11650001,11670000,11659776,15229,757,24.0154,8.6523,0.4703,0.3313,0.1632
chr7,11655001,11675000,11665118,15405,748,26.4473,8.9993,0.4922,0.4166,0.1964
chr7,11660001,11680000,11669732,15015,691,24.738,7.6201,0.529,0.3835,0.2023
chr7,11665001,11685000,11674807,13924,628,16.5756,5.0995,0.5295,0.3106,0.2024
chr7,11670001,11690000,11679507,14004,636,16.6322,4.4424,0.5784,0.3034,0.2266
chr7,11675001,11695000,11685438,13914,634,18.7305,3.8216,0.6611,0.3507,0.2613
chr7,11680001,11700000,11690633,14583,737,23.1762,5.8913,0.5946,0.3984,0.2736
chr7,11685001,11705000,11694819,14581,751,23.8596,6.3492,0.5796,0.3943,0.2684
chr7,11690001,11710000,11699443,14565,710,23.4055,6.359,0.5727,0.436,0.2894
chr7,11695001,11715000,11704661,13810,661,20.1653,6.7601,0.4979,0.3906,0.2426
chr7,11700001,11720000,11710199,13309,606,17.255,5.7195,0.5021,0.3958,0.2425
chr7,11705001,11725000,11715298,14028,672,17.4504,6.2812,0.4706,0.3793,0.2392
chr7,11710001,11730000,11719802,13664,666,17.9318,6.1612,0.4885,0.3956,0.2402
chr7,11715001,11735000,11725017,14313,734,18.7675,6.4042,0.4912,0.2709,0.187
chr7,11720001,11740000,11730404,15267,758,18.1295,5.8615,0.5114,0.2294,0.1615
chr7,11725001,11745000,11735683,15847,718,16.1211,3.9171,0.609,0.1908,0.1399
chr7,11730001,11750000,11740029,16904,792,15.4958,3.6483,0.6189,0.155,0.1159
chr7,11735001,11755000,11744619,16590,764,26.4713,2.6566,0.8176,0.2811,0.1987
chr7,11740001,11760000,11749905,16395,749,40.1647,2.2254,0.895,0.4062,0.2674
chr7,11745001,11765000,11755378,16597,770,44.6616,2.2314,0.9048,0.4665,0.2931
chr7,11750001,11770000,11760517,17273,794,43.3195,2.1011,0.9075,0.4554,0.29
chr7,11755001,11775000,11765077,18023,769,27.4505,2.1604,0.8541,0.3107,0.2115
chr7,11760001,11780000,11770020,18565,776,11.8524,2.3813,0.6654,0.1344,0.1009
chr7,11765001,11785000,11774325,17120,741,10.1185,5.8784,0.2651,0.0632,0.0476
chr7,11770001,11790000,11779542,16450,720,20.3149,6.8175,0.4975,0.1805,0.135
chr7,11775001,11795000,11785035,16649,768,27.0654,5.8694,0.6436,0.2729,0.1845
chr7,11780001,11800000,11790601,16160,777,40.4714,6.1013,0.738,0.3791,0.2585
chr7,11785001,11805000,11794998,17142,787,45.3023,3.6146,0.8522,0.4404,0.2967
chr7,11790001,11810000,11799510,16746,739,44.5758,3.197,0.8662,0.4903,0.304
chr7,11795001,11815000,11804868,16322,730,43.3262,5.5577,0.7726,0.5351,0.3406
chr7,11800001,11820000,11809631,15353,668,32.1589,5.9532,0.6876,0.4966,0.2982
chr7,11805001,11825000,11815327,15898,688,37.1125,6.7858,0.6908,0.5287,0.3339
chr7,11810001,11830000,11820394,16882,680,28.5552,7.4935,0.5843,0.4065,0.275
chr7,11815001,11835000,11825293,16755,686,25.9241,7.558,0.5485,0.319,0.2119
chr7,11820001,11840000,11829404,16756,676,24.6714,7.4878,0.5343,0.309,0.1998
chr7,11825001,11845000,11834565,15941,641,13.0493,6.1885,0.3566,0.1684,0.0998
chr7,11830001,11850000,11840034,15249,703,14.5408,7.146,0.341,0.1718,0.103
chr7,11835001,11855000,11845043,14571,635,13.1666,5.6235,0.4014,0.2186,0.1297
chr7,11840001,11860000,11849932,15182,695,13.7716,6.0444,0.3899,0.2076,0.1219
chr7,11845001,11865000,11855129,15249,744,18.3864,5.8808,0.5153,0.2469,0.1685
chr7,11850001,11870000,11860400,15437,760,17.5136,4.8358,0.5673,0.2433,0.168
chr7,11855001,11875000,11864949,15828,781,18.1607,4.9646,0.5706,0.2426,0.1651
chr7,11860001,11880000,11869659,15253,793,19.1933,5.0937,0.5805,0.2575,0.1698
chr7,11865001,11885000,11874895,15503,804,17.8083,5.1027,0.5546,0.2539,0.1519
chr7,11870001,11890000,11880232,15573,767,26.2908,5.0066,0.6801,0.4245,0.2283
chr7,11875001,11895000,11885136,15550,784,34.9634,4.6415,0.7656,0.5595,0.298
chr7,11880001,11900000,11889766,16095,803,37.2859,3.9613,0.8079,0.6443,0.3188
chr7,11885001,11905000,11894763,15659,703,34.03,3.6466,0.8064,0.7244,0.3371
chr7,11890001,11910000,11900191,15613,710,28.4416,2.816,0.8198,0.6472,0.3238
chr7,11895001,11915000,11905327,16304,758,21.9836,3.2369,0.7433,0.5435,0.2192
chr7,11900001,11920000,11909879,15738,698,18.2075,4.6749,0.5914,0.3855,0.1703
chr7,11905001,11925000,11914903,16217,776,21.856,7.7214,0.4779,0.3534,0.1522
chr7,11910001,11930000,11919797,15910,753,26.3156,8.3827,0.5168,0.4077,0.1739
chr7,11915001,11935000,11925209,15523,728,25.7056,10.3084,0.4275,0.3279,0.1558
chr7,11920001,11940000,11930002,16400,734,30.1998,8.8057,0.5485,0.3809,0.1832
chr7,11925001,11945000,11935237,16316,699,25.8037,8.9224,0.4861,0.3087,0.1458
chr7,11930001,11950000,11940144,16709,733,32.0732,7.9987,0.6008,0.3931,0.1831
chr7,11935001,11955000,11945090,16947,722,32.2144,5.5505,0.7061,0.3987,0.1983
chr7,11940001,11960000,11949727,16161,690,29.0737,5.243,0.6944,0.3905,0.2014
chr7,11945001,11965000,11954455,15486,691,33.11,2.7868,0.8447,0.4446,0.2558
chr7,11950001,11970000,11959964,15553,666,18.0674,2.7377,0.7368,0.2727,0.1617
chr7,11955001,11975000,11965454,15385,656,15.0505,5.5497,0.4612,0.214,0.1134
chr7,11960001,11980000,11970271,16112,704,16.2355,5.8775,0.4684,0.2337,0.1224
chr7,11965001,11985000,11974843,16586,713,16.5731,5.4452,0.5054,0.3017,0.148
chr7,11970001,11990000,11979828,16195,732,21.0634,6.345,0.537,0.3135,0.1739
chr7,11975001,11995000,11985049,16422,739,28.7714,4.3269,0.7385,0.4342,0.2653
chr7,11980001,12000000,11990249,16613,753,25.9174,4.0422,0.7302,0.3838,0.2433
chr7,11985001,12005000,11995032,16707,758,26.067,5.1728,0.6688,0.3584,0.2126
chr7,11990001,12010000,11999774,16682,748,36.9485,5.1479,0.7554,0.4958,0.303
chr7,11995001,12015000,12004219,15177,730,44.1951,5.7458,0.7699,0.4858,0.3276
chr7,12000001,12020000,12009767,14706,732,54.1545,6.3221,0.7909,0.5515,0.3443
chr7,12005001,12025000,12014963,14199,723,52.7288,7.0016,0.7656,0.5227,0.3324
chr7,12010001,12030000,12020580,14609,780,42.5808,7.1686,0.7118,0.457,0.2693
chr7,12015001,12035000,12025124,15706,773,31.0774,6.8001,0.6409,0.4578,0.1994
chr7,12020001,12040000,12030386,16351,764,28.6352,6.0032,0.6534,0.446,0.1915
chr7,12025001,12045000,12035130,17099,761,33.3662,3.6399,0.8033,0.5432,0.2336
chr7,12030001,12050000,12040194,17120,702,31.1683,3.3409,0.8064,0.531,0.2402
chr7,12035001,12055000,12044796,17094,722,42.1595,2.2232,0.8998,0.6172,0.3502
chr7,12040001,12060000,12049966,16742,685,45.5596,2.5734,0.8931,0.6332,0.4038
chr7,12045001,12065000,12054969,16467,725,46.1127,6.2852,0.7601,0.5986,0.3741
chr7,12050001,12070000,12060174,16396,752,47.2498,6.1695,0.769,0.6376,0.3886
chr7,12055001,12075000,12065028,16533,763,38.58,7.4887,0.6749,0.5168,0.2868
chr7,12060001,12080000,12070046,16480,864,33.5311,9.0518,0.5749,0.4353,0.2406
chr7,12065001,12085000,12075070,16911,895,34.1794,5.8132,0.7093,0.4502,0.2846
chr7,12070001,12090000,12080093,16893,862,30.9179,5.4746,0.6991,0.371,0.2477
chr7,12075001,12095000,12085098,17269,882,25.3872,4.1129,0.7212,0.3052,0.2339
chr7,12080001,12100000,12089891,17232,741,17.4659,2.7229,0.7303,0.2288,0.174
chr7,12085001,12105000,12094191,15688,616,8.8985,2.3597,0.5808,0.1049,0.0857
chr7,12090001,12110000,12099492,15439,625,8.401,3.3227,0.4332,0.0785,0.0644
chr7,12095001,12115000,12105101,15108,596,8.9324,3.4536,0.4423,0.0879,0.0721
chr7,12100001,12120000,12110643,15284,690,18.5293,7.6431,0.4159,0.1609,0.1011
chr7,12105001,12125000,12115226,16559,788,19.9048,8.5704,0.398,0.1707,0.0963
chr7,12110001,12130000,12120176,16940,817,20.1923,7.7265,0.4465,0.1782,0.1004
chr7,12115001,12135000,12124796,16621,775,19.7089,8.0015,0.4225,0.1627,0.0911
chr7,12120001,12140000,12129434,15360,690,12.8759,5.3355,0.414,0.1121,0.0766
chr7,12125001,12145000,12134589,14880,656,13.6287,6.2691,0.3699,0.1064,0.0806
chr7,12130001,12150000,12140524,15001,635,20.4355,6.0171,0.5451,0.2086,0.1566
chr7,12135001,12155000,12145895,15590,699,25.6342,5.394,0.6523,0.2982,0.191
chr7,12140001,12160000,12150280,16910,841,44.9846,3.3828,0.8601,0.4933,0.3048
chr7,12145001,12165000,12155094,17959,837,50.5989,1.5228,0.9416,0.6462,0.3261
chr7,12150001,12170000,12160018,17785,852,46.1,2.4649,0.8985,0.6701,0.3139
chr7,12155001,12175000,12165021,17932,852,41.1346,3.7721,0.832,0.4803,0.2671
chr7,12160001,12180000,12169902,17984,783,21.7243,4.8917,0.6324,0.2355,0.1421
chr7,12165001,12185000,12174773,17038,789,13.4319,5.9705,0.3846,0.0977,0.0747
chr7,12170001,12190000,12179917,17227,819,15.4976,7.152,0.3685,0.089,0.0714
chr7,12175001,12195000,12185029,16941,844,18.671,7.4319,0.4306,0.1324,0.1041
chr7,12180001,12200000,12190134,16761,860,17.5333,8.0343,0.3715,0.1136,0.0882
chr7,12185001,12205000,12194647,16767,828,18.7558,9.3664,0.3339,0.1244,0.0909
chr7,12190001,12210000,12199648,15925,709,12.1662,7.4337,0.2415,0.0813,0.0579
chr7,12195001,12215000,12205081,16016,647,8.4855,6.5052,0.1321,0.0332,0.025
chr7,12200001,12220000,12210409,16178,640,6.8582,7.715,-0.0588,-0.0134,-0.0102
chr7,12205001,12225000,12215476,16972,716,5.9686,7.643,-0.123,-0.0179,-0.0147
chr7,12210001,12230000,12220149,17888,866,8.9052,7.6439,0.0762,0.0119,0.0099
chr7,12215001,12235000,12224743,17404,910,7.9799,8.5004,-0.0316,-0.0048,-0.004
chr7,12220001,12240000,12229873,17600,921,12.0135,7.4665,0.2334,0.0419,0.0347
chr7,12225001,12245000,12235122,17613,886,12.6557,6.2792,0.3368,0.0603,0.0504
chr7,12230001,12250000,12240026,16909,799,12.1295,8.0112,0.2045,0.0417,0.0342
chr7,12235001,12255000,12244762,17301,818,22.6677,7.1586,0.52,0.1375,0.1141
chr7,12240001,12260000,12249991,17216,792,19.9151,5.9567,0.5395,0.1169,0.0978
chr7,12245001,12265000,12255102,16628,795,19.34,5.9574,0.529,0.1233,0.1017
chr7,12250001,12270000,12259903,16963,828,23.1206,5.6386,0.6079,0.1484,0.1244
chr7,12255001,12275000,12264642,16339,782,13.9646,8.7323,0.2305,0.0536,0.0429
chr7,12260001,12280000,12270010,15989,783,20.9128,9.4291,0.3785,0.1349,0.1046
chr7,12265001,12285000,12274988,15897,779,24.6433,9.9026,0.4267,0.1847,0.1393
chr7,12270001,12290000,12279919,15137,727,19.3806,8.6558,0.3825,0.1495,0.1124
chr7,12275001,12295000,12284901,15479,705,17.2646,5.8608,0.4931,0.159,0.1259
chr7,12280001,12300000,12290286,15585,644,8.7379,4.4427,0.3259,0.0627,0.0513
chr7,12285001,12305000,12295392,15804,586,4.5404,3.6903,0.1033,0.0121,0.0102
chr7,12290001,12310000,12299379,15077,532,5.2099,3.3234,0.2211,0.0298,0.0242
chr7,12295001,12315000,12304845,15551,527,5.35,2.3823,0.3838,0.0459,0.0376
chr7,12300001,12320000,12310253,15439,546,6.5944,3.2341,0.3419,0.0495,0.0397
chr7,12305001,12325000,12315674,15477,582,5.8001,2.5758,0.385,0.043,0.035
chr7,12310001,12330000,12319929,16979,629,5.9554,4.82,0.1054,0.0124,0.0105
chr7,12315001,12335000,12325293,17309,575,6.7397,4.7908,0.169,0.0214,0.0182
chr7,12320001,12340000,12330241,17766,606,5.3644,5.0844,0.0268,0.003,0.0025
chr7,12325001,12345000,12335235,18396,549,3.7966,5.9283,-0.2192,-0.0251,-0.021
chr7,12330001,12350000,12339833,18494,533,3.3978,3.349,0.0072,6e-04,5e-04
chr7,12335001,12355000,12344814,18084,654,4.5042,6.886,-0.2091,-0.0238,-0.0191
chr7,12340001,12360000,12349742,17715,662,7.5558,6.8676,0.0477,0.0071,0.0056
chr7,12345001,12365000,12354498,16175,747,14.7302,7.6022,0.3192,0.0778,0.0567
chr7,12350001,12370000,12359837,16090,821,20.45,10.9543,0.3024,0.1166,0.0797
chr7,12355001,12375000,12364977,15488,801,24.5247,9.54,0.4399,0.2297,0.1489
chr7,12360001,12380000,12370270,15168,798,32.4303,9.4847,0.5474,0.3703,0.2359
chr7,12365001,12385000,12374896,15792,798,40.0954,8.0366,0.6661,0.4787,0.3371
chr7,12370001,12390000,12380211,15705,802,37.2429,7.5243,0.6638,0.4029,0.2978
chr7,12375001,12395000,12384851,15388,755,41.1338,8.1605,0.6689,0.39,0.2932
chr7,12380001,12400000,12390031,15505,772,37.9509,8.9618,0.6179,0.3223,0.2456
chr7,12385001,12405000,12395210,15907,780,26.8301,9.3408,0.4835,0.1842,0.1402
chr7,12390001,12410000,12400474,16031,775,27.2473,8.4379,0.5271,0.2118,0.1555
chr7,12395001,12415000,12404834,16201,810,23.8042,8.3829,0.4791,0.207,0.1458
chr7,12400001,12420000,12409241,15349,769,22.1315,7.1781,0.5102,0.2263,0.1581
chr7,12405001,12425000,12413963,13451,664,21.0928,7.8051,0.4598,0.2763,0.1826
chr7,12410001,12430000,12419842,12777,611,19.5257,7.9287,0.4224,0.2633,0.1603
chr7,12415001,12435000,12425480,12602,585,14.5803,5.6836,0.439,0.2083,0.1344
