gene_id scaffold start end
HMEL003232g1 Hmel219001o 176485 178567
HMEL035687g1 Hmel221001o 9865736 9866020
HMEL036581g1 Hmel205001o 63403 63885
HMEL033880g1 Hmel217001o 7517285 7520505
HMEL036633g1 Hmel205001o 2653305 2659449
HMEL035791g1 Hmel221001o 12121831 12124883
HMEL036517g1 Hmel204001o 8039743 8043329
HMEL031925g1 Hmel213001o 5333540 5337109
HMEL031585g1 Hmel212001o 10790789 10791874
HMEL032958g1 Hmel215003o 10103722 10104303
HMEL036680g1 Hmel205001o 4766657 4768761
HMEL010524g1 Hmel212001o 9476124 9479752
HMEL032137g1 Hmel213001o 13018457 13032629
HMEL011869g1 Hmel206001o 3449085 3452806
HMEL007823g1 Hmel211001o 7126048 7138295
HMEL004769g1 Hmel214004o 5656472 5659381
HMEL036708g1 Hmel205001o 5717796 5718074
HMEL031856g1 Hmel213001o 3561396 3565143
HMEL032293g1 Hmel214001o 104284 109736
HMEL005306g1 Hmel207001o 14237929 14244905
HMEL036582g1 Hmel205001o 64076 67520
HMEL008603g1 Hmel202001o 405592 409076
HMEL010903g2 Hmel221001o 11759755 11760486
HMEL011884g1 Hmel215003o 2965986 2969917
HMEL004119g1 Hmel208001o 5426930 5434811
HMEL004496g2 Hmel219002o 64291 64761
HMEL006007g1 Hmel208001o 1176997 1182220
HMEL030355g1 Hmel209001o 3376078 3376364
HMEL009558g2 Hmel206001o 13303998 13304577
HMEL005532g1 Hmel213001o 15006466 15008680
HMEL014191g1 Hmel218003o 1959825 1981450
HMEL037597g1 Hmel207001o 9237296 9237601
HMEL030573g1 Hmel210001o 64589 65114
HMEL030608g1 Hmel210001o 1574955 1581963
HMEL032648g1 Hmel215003o 20764 27891
HMEL007324g1 Hmel201001o 11949434 11951005
HMEL009538g1 Hmel221001o 64633 64935
HMEL012828g1 Hmel206001o 8210302 8211834
HMEL012803g1 Hmel219001o 10228381 10245613
HMEL030975g1 Hmel210001o 17837057 17838714
HMEL032176g1 Hmel213001o 14034035 14036426
HMEL032307g1 Hmel214004o 66886 101193
HMEL015435g1 Hmel211001o 10471432 10473452
HMEL037340g1 Hmel207001o 155527 155977
HMEL037646g1 Hmel207001o 10074927 10075642
HMEL032284g1 Hmel213001o 18080449 18081802
HMEL031586g1 Hmel212001o 10792083 10792352
HMEL004886g1 Hmel203003o 3427233 3427742
HMEL032809g1 Hmel215003o 5845064 5845393
HMEL008104g1 Hmel217001o 12067416 12083980
HMEL037554g1 Hmel207001o 8139174 8144088
HMEL007862g1 Hmel203003o 4955009 4962465
HMEL011487g1 Hmel216002o 7357099 7366470
HMEL009558g3 Hmel206001o 13305094 13311178
HMEL004965g1 Hmel215003o 4381818 4383529
HMEL006816g1 Hmel201001o 12045954 12055330
HMEL008719g1 Hmel221001o 9722364 9726763
HMEL034324g1 Hmel218003o 5590765 5602308
HMEL021237g1 Hmel215003o 6078008 6082475
HMEL036651g1 Hmel205001o 2973648 2973965
HMEL031200g1 Hmel211001o 8644225 8645707
HMEL037796g1 Hmel208001o 90402 90898
HMEL038091g1 Hmel208001o 6720357 6740780
HMEL009115g1 Hmel208001o 3501916 3503289
HMEL031297g1 Hmel211001o 11691960 11693093
HMEL036782g1 Hmel205001o 6650689 6651208
HMEL037177g1 Hmel206001o 10611611 10611895
HMEL015054g2 Hmel205001o 4444378 4447267
HMEL034763g1 Hmel219001o 9743497 9744323
HMEL006118g1 Hmel221001o 10848526 10849508
HMEL032384g1 Hmel214004o 2505294 2505836
HMEL009454g1 Hmel213001o 18081897 18082726
HMEL017394g1 Hmel213001o 8299532 8310763
HMEL004189g2 Hmel211001o 10337336 10339860
HMEL014704g1 Hmel221001o 7737468 7738535
HMEL036041g1 Hmel203003o 3225559 3225854
HMEL034570g1 Hmel219001o 172607 174967
HMEL004497g1 Hmel219002o 66868 83742
HMEL032549g1 Hmel214004o 6905537 6906830
HMEL032020g1 Hmel213001o 7843419 7844168
HMEL013999g1 Hmel212001o 10695199 10701831
HMEL034283g1 Hmel218003o 3712386 3712985
HMEL032585g1 Hmel214004o 7389380 7390438
HMEL034169g1 Hmel218002o 67166 69756
HMEL037927g1 Hmel208001o 3379392 3380066
HMEL013041g2 Hmel221001o 13091319 13091603
HMEL004226g1 Hmel218003o 15729817 15737914
HMEL030816g1 Hmel210001o 11473735 11474405
HMEL017147g1 Hmel213001o 7121087 7137362
HMEL034934g1 Hmel219001o 16178851 16179992
HMEL003019g1 Hmel216002o 8636354 8644611
HMEL007805g1 Hmel221001o 8894250 8895118
HMEL035538g1 Hmel221001o 4092855 4094186
HMEL018084g1 Hmel203003o 3429644 3430357
HMEL036681g1 Hmel205001o 4770400 4776183
HMEL037773g1 Hmel207001o 14068296 14069128
HMEL006580g1 Hmel219001o 9744722 9785643
HMEL032499g1 Hmel214004o 5660229 5662522
HMEL017791g1 Hmel205001o 6652011 6664689
HMEL002320g2 Hmel215003o 4787593 4792943
HMEL031298g1 Hmel211001o 11691335 11691649
HMEL008085g1 Hmel213001o 7948405 7951097
HMEL032050g1 Hmel213001o 9581625 9582335
HMEL005923g1 Hmel210001o 10489273 10494935
HMEL034562g1 Hmel219001o 90249 93248
HMEL036550g1 Hmel204001o 9029926 9034460
HMEL034198g1 Hmel218003o 67724 68965
HMEL037178g1 Hmel206001o 10613045 10614206
HMEL032177g1 Hmel213001o 14037009 14037731
HMEL033523g1 Hmel216002o 4467139 4467870
HMEL009114g1 Hmel208001o 3503822 3506817
HMEL034284g1 Hmel218003o 3713413 3718182
HMEL035995g1 Hmel203003o 149599 152983
HMEL037267g1 Hmel206001o 12830058 12830460
HMEL010903g3 Hmel221001o 11750492 11756471
HMEL005093g1 Hmel208001o 5806866 5812670
HMEL032764g1 Hmel215003o 4384464 4385659
HMEL008230g1 Hmel209001o 1619847 1621733
HMEL034954g1 Hmel220001o 68276 69788
HMEL035735g1 Hmel221001o 11007601 11008419
HMEL007082g1 Hmel203003o 1720281 1723005
HMEL030010g1 Hmel201001o 141575 142339
HMEL038212g1 Hmel209001o 68377 69294
HMEL017296g1 Hmel207001o 12944719 12945812
HMEL030545g1 Hmel200217o 68415 68937
HMEL036016g1 Hmel203003o 1957608 1968688
HMEL004050g1 Hmel204001o 3141536 3143499
HMEL007805g2 Hmel221001o 8895345 8897047
HMEL015339g1 Hmel211001o 341708 343569
HMEL030305g1 Hmel209001o 1655012 1655356
HMEL007323g1 Hmel201001o 11953408 11954595
HMEL002598g1 Hmel219001o 16175621 16178712
HMEL031976g1 Hmel213001o 6201767 6202629
HMEL037870g1 Hmel208001o 1505248 1505592
HMEL031245g1 Hmel211001o 10475249 10477560
HMEL013718g1 Hmel205001o 8539988 8540783
HMEL017077g1 Hmel205001o 837118 837601
HMEL031299g1 Hmel211001o 11689244 11690358
HMEL010380g1 Hmel221001o 9486998 9492502
HMEL014705g1 Hmel221001o 7735289 7736177
HMEL005896g1 Hmel210001o 17920982 17921359
HMEL035515g1 Hmel221001o 3403607 3404667
HMEL035539g1 Hmel221001o 4094460 4100782
HMEL038009g1 Hmel208001o 6182409 6191908
HMEL034842g1 Hmel219001o 13011128 13011454
HMEL004189g3 Hmel211001o 10334946 10337294
HMEL035413g1 Hmel221001o 69172 69958
HMEL004621g1 Hmel204001o 7504114 7541473
HMEL037818g1 Hmel208001o 427352 455136
HMEL032023g1 Hmel213001o 8020980 8021920
HMEL034571g1 Hmel219001o 170449 172269
HMEL037876g1 Hmel208001o 2100156 2102360
HMEL034843g1 Hmel219001o 13011722 13012009
HMEL035040g1 Hmel220003o 3105447 3107369
HMEL035736g1 Hmel221001o 11008989 11009423
HMEL037732g1 Hmel207001o 12946028 12946705
HMEL030546g1 Hmel200217o 69740 71394
HMEL011885g1 Hmel215003o 2971609 2978737
HMEL037797g1 Hmel208001o 94254 94586
HMEL011869g2 Hmel206001o 3445606 3446676
HMEL016053g1 Hmel205001o 2977598 2977915
HMEL021129g1 Hmel213001o 14039208 14042156
HMEL034955g1 Hmel220001o 70005 70701
HMEL031300g1 Hmel211001o 11688285 11689182
HMEL006997g1 Hmel213001o 358493 361089
HMEL031963g1 Hmel213001o 6856080 6858823
HMEL015101g1 Hmel215003o 2246098 2247957
HMEL007868g1 Hmel208001o 7038868 7052063
HMEL009537g1 Hmel221001o 70360 75965
HMEL037733g1 Hmel207001o 12946723 12947160
HMEL007805g3 Hmel221001o 8897306 8898495
HMEL032058g1 Hmel213001o 9699388 9699771
HMEL005896g2 Hmel210001o 17922426 17922812
HMEL008352g1 Hmel205001o 2643819 2652526
HMEL032477g1 Hmel214004o 4926337 4956089
HMEL004965g2 Hmel215003o 4386797 4389103
HMEL032024g1 Hmel213001o 8020359 8020823
HMEL011057g1 Hmel214004o 7392831 7405489
HMEL032827g1 Hmel215003o 6082720 6083894
HMEL035516g1 Hmel221001o 3405217 3405498
HMEL002992g1 Hmel205001o 548530 549641
HMEL037268g1 Hmel206001o 12832630 12833839
HMEL037928g1 Hmel208001o 3382929 3386460
HMEL036652g1 Hmel205001o 2978403 2979762
HMEL035249g1 Hmel220003o 8905730 8907108
HMEL006307g1 Hmel207001o 9243534 9247103
HMEL034170g1 Hmel218002o 70888 71382
HMEL032996g1 Hmel201001o 11955741 11959632
HMEL034563g1 Hmel219001o 89697 90029
HMEL033881g1 Hmel217001o 7483712 7512987
HMEL021224g1 Hmel206001o 8216598 8218263
HMEL005306g2 Hmel207001o 14224055 14237853
HMEL036905g1 Hmel206001o 151025 151273
HMEL034854g1 Hmel219001o 13290777 13300201
HMEL007636g1 Hmel208001o 5656654 5665871
HMEL017077g2 Hmel205001o 827603 835315
HMEL032717g1 Hmel215003o 2715093 2717914
HMEL009454g2 Hmel213001o 18086775 18107232
HMEL006088g1 Hmel209001o 71308 71631
HMEL036583g1 Hmel205001o 71327 76049
HMEL017653g4 Hmel214004o 3360161 3360508
HMEL031551g1 Hmel212001o 9483750 9486806
HMEL030574g1 Hmel210001o 71428 73136
HMEL004051g1 Hmel204001o 3144526 3147161
HMEL033451g1 Hmel216002o 132470 137280
HMEL031301g1 Hmel211001o 11687411 11687776
HMEL015210g1 Hmel211001o 2649685 2651362
HMEL003231g1 Hmel219001o 166166 170263
HMEL014978g1 Hmel215003o 10089551 10096377
HMEL032385g1 Hmel214004o 2510596 2511312
HMEL004554g1 Hmel215003o 4239926 4244523
HMEL013977g1 Hmel214004o 3795336 3795976
HMEL002598g2 Hmel219001o 16168534 16175577
HMEL002765g1 Hmel208001o 2102391 2127404
HMEL014802g1 Hmel212001o 15906220 15909617
HMEL031302g1 Hmel211001o 11686828 11687391
HMEL010907g1 Hmel213001o 10897229 10944823
HMEL005819g1 Hmel221001o 2716553 2729668
HMEL031977g1 Hmel213001o 6205070 6206234
HMEL005401g1 Hmel213001o 3798592 3799744
HMEL003998g1 Hmel213001o 9585993 9595970
HMEL036844g1 Hmel205001o 8543170 8543634
HMEL007006g1 Hmel213001o 5341992 5352484
HMEL008720g1 Hmel221001o 9714088 9720366
HMEL031246g1 Hmel211001o 10478708 10488414
HMEL035846g1 Hmel221001o 13286194 13287456
HMEL036551g1 Hmel204001o 9034494 9035560
HMEL034752g1 Hmel219001o 9375913 9382609
HMEL006088g2 Hmel209001o 72345 89647
HMEL036297g1 Hmel204001o 72406 72753
HMEL009137g3 Hmel220003o 14497692 14501357
HMEL009683g1 Hmel218002o 72502 79494
HMEL008264g1 Hmel215003o 5315017 5332402
HMEL032097g1 Hmel213001o 11190765 11199749
HMEL031303g1 Hmel211001o 11684789 11686659
HMEL015345g1 Hmel211001o 195825 200497
HMEL007083g1 Hmel203003o 1718165 1718674
HMEL013547g1 Hmel218003o 72686 84129
HMEL016081g1 Hmel206001o 12932835 12939353
HMEL033764g1 Hmel217001o 2971935 2984538
HMEL032011g1 Hmel213001o 8164301 8177806
HMEL031964g1 Hmel213001o 6854080 6856022
HMEL008775g1 Hmel221001o 3407648 3415273
HMEL037647g1 Hmel207001o 10083130 10113375
HMEL007885g1 Hmel216002o 9958844 9963693
HMEL008751g1 Hmel219001o 13015325 13026711
HMEL035041g1 Hmel220003o 3109093 3109671
HMEL035792g1 Hmel221001o 12131611 12132009
HMEL034564g1 Hmel219001o 86556 87581
HMEL035250g1 Hmel220003o 8908366 8909910
HMEL014706g1 Hmel221001o 7721505 7731701
HMEL013595g1 Hmel209001o 3236806 3238071
HMEL032294g1 Hmel214001o 99393 100138
HMEL037798g1 Hmel208001o 97979 98675
HMEL005898g1 Hmel210001o 17925626 17929510
HMEL036682g1 Hmel205001o 4776571 4777128
HMEL007862g2 Hmel203003o 4952504 4954075
HMEL034956g1 Hmel220001o 73677 77533
HMEL002993g1 Hmel205001o 543660 546533
HMEL035688g1 Hmel221001o 9876166 9881330
HMEL032432g1 Hmel214004o 3797448 3803597
HMEL004769g2 Hmel214004o 5666571 5672591
HMEL031870g1 Hmel213001o 3796308 3797771
HMEL017513g1 Hmel218003o 5311067 5327705
HMEL007805g4 Hmel221001o 8900877 8904702
HMEL011869g3 Hmel206001o 3437982 3442588
HMEL002715g1 Hmel212001o 8823707 8828711
HMEL035749g1 Hmel205001o 5439395 5440953
HMEL015211g1 Hmel211001o 2652234 2664929
HMEL034248g1 Hmel218003o 2508399 2510491
HMEL035544g1 Hmel221001o 4272581 4273138
HMEL015054g3 Hmel205001o 4452319 4455546
HMEL004964g1 Hmel215003o 4390594 4391654
HMEL002366g1 Hmel208001o 4803245 4812316
HMEL008925g1 Hmel205001o 4777334 4784222
HMEL037799g1 Hmel208001o 98789 100134
HMEL031978g1 Hmel213001o 6207550 6210360
HMEL032699g1 Hmel215003o 2250356 2263123
HMEL036100g1 Hmel203003o 6241600 6242605
HMEL033684g1 Hmel217001o 74554 76212
HMEL020902g1 Hmel215003o 283168 307670
HMEL036845g1 Hmel205001o 8545700 8546046
HMEL031304g1 Hmel211001o 11682197 11684691
HMEL021235g1 Hmel215003o 6086827 6087666
HMEL032295g1 Hmel214001o 95568 98945
HMEL033170g1 Hmel202001o 265568 266662
HMEL035807g1 Hmel221001o 12926431 12928201
HMEL038047g1 Hmel208001o 5813673 5815843
HMEL004052g1 Hmel204001o 3148041 3153010
HMEL036630g1 Hmel205001o 2341042 2341350
HMEL035938g1 Hmel203003o 1715787 1716239
HMEL035042g1 Hmel220003o 3110859 3111425
HMEL037842g1 Hmel208001o 1187825 1189375
HMEL013999g2 Hmel212001o 10703365 10716421
HMEL037348g1 Hmel207001o 296191 296505
HMEL035682g1 Hmel221001o 9676781 9679321
HMEL037937g1 Hmel208001o 3511061 3515286
HMEL005005g1 Hmel204001o 9037507 9048170
HMEL014802g2 Hmel212001o 15909694 15910429
HMEL038038g1 Hmel208001o 6381931 6382251
HMEL013588g1 Hmel215003o 3150122 3150775
HMEL032408g1 Hmel214004o 3355893 3356474
HMEL037165g1 Hmel206001o 10218629 10219550
HMEL006308g1 Hmel207001o 9248206 9254448
HMEL014140g1 Hmel210001o 9241927 9243855
HMEL037865g1 Hmel208001o 1414823 1415953
HMEL003493g1 Hmel220003o 10709687 10723200
HMEL031871g1 Hmel213001o 3794996 3796074
HMEL034957g1 Hmel220001o 75671 77511
HMEL009247g1 Hmel221001o 13276101 13283952
HMEL010380g2 Hmel221001o 9493823 9495790
HMEL009557g1 Hmel206001o 13315354 13319005
HMEL032178g1 Hmel213001o 14045029 14058676
HMEL037774g1 Hmel207001o 14076630 14076896
HMEL031317g1 Hmel212001o 75855 76325
HMEL031197g1 Hmel211001o 8441280 8443533
HMEL010981g1 Hmel218003o 3721387 3723353
HMEL031552g1 Hmel212001o 9488454 9489086
HMEL013588g2 Hmel215003o 3150826 3152880
HMEL009821g1 Hmel221001o 10541284 10546371
HMEL017593g1 Hmel212001o 12413279 12414780
HMEL017865g1 Hmel206001o 12838136 12840136
HMEL013596g1 Hmel209001o 3234924 3235404
HMEL004323g1 Hmel211001o 11292769 11295303
HMEL031961g1 Hmel213001o 6478107 6485732
HMEL036113g1 Hmel203003o 4949067 4951431
HMEL009536g1 Hmel221001o 76535 83654
HMEL034027g1 Hmel217001o 11924924 11925593
HMEL017306g1 Hmel214004o 4786055 4789259
HMEL037341g1 Hmel207001o 130920 144312
HMEL032409g1 Hmel214004o 3354661 3355264
HMEL008603g2 Hmel202001o 418153 422443
HMEL033002g1 Hmel201001o 12057020 12059088
HMEL038063g1 Hmel208001o 5439472 5439698
HMEL036709g1 Hmel205001o 5701288 5705013
HMEL013113g1 Hmel215003o 169546 173222
HMEL011688g1 Hmel203003o 3735399 3739876
HMEL020206g1 Hmel214004o 6915652 6918731
HMEL017098g1 Hmel221001o 10013300 10014129
HMEL035808g1 Hmel221001o 12919991 12925902
HMEL036906g1 Hmel206001o 144759 145145
HMEL010755g1 Hmel219001o 13607355 13609205
HMEL018089g1 Hmel205001o 9503675 9504226
HMEL032386g1 Hmel214004o 2516289 2518908
HMEL032419g1 Hmel214004o 3665937 3668458
HMEL004941g1 Hmel212001o 7094205 7112918
HMEL036134g1 Hmel203003o 6394727 6396250
HMEL031305g1 Hmel211001o 11680983 11681703
HMEL013597g1 Hmel209001o 3228795 3234018
HMEL006006g1 Hmel208001o 1190279 1193685
HMEL036382g1 Hmel204001o 2977148 2995298
HMEL014184g1 Hmel220003o 13471362 13473258
HMEL005400g1 Hmel213001o 3792282 3793911
HMEL002994g1 Hmel205001o 536638 542424
HMEL016290g1 Hmel215003o 4927776 4943848
HMEL034325g1 Hmel218003o 5602861 5603928
HMEL005898g2 Hmel210001o 17930002 17932407
HMEL009137g4 Hmel220003o 14503303 14503587
HMEL003978g1 Hmel221001o 4103610 4113073
HMEL034768g1 Hmel219001o 9594794 9598863
HMEL004190g1 Hmel211001o 10317313 10328226
HMEL013041g3 Hmel221001o 13102348 13106690
HMEL009273g1 Hmel219001o 7683690 7692251
HMEL035986g1 Hmel203003o 541990 546613
HMEL009137g5 Hmel220003o 14503674 14505597
HMEL036846g1 Hmel205001o 8549595 8549939
HMEL011886g1 Hmel215003o 2980252 2989608
HMEL014139g1 Hmel210001o 9244805 9250843
HMEL005890g1 Hmel217001o 78470 87456
HMEL034958g1 Hmel220001o 78568 86524
HMEL036114g1 Hmel203003o 4947102 4949039
HMEL032785g1 Hmel215003o 4798859 4807637
HMEL010289g1 Hmel205001o 78886 81876
HMEL031198g1 Hmel211001o 8444188 8445310
HMEL015644g1 Hmel213001o 6212143 6212670
HMEL012261g1 Hmel203003o 5082542 5105558
HMEL013587g1 Hmel215003o 3153808 3155008
HMEL032649g1 Hmel215003o 13051 13344
HMEL034977g1 Hmel220003o 79192 80066
HMEL032970g1 Hmel216002o 1020490 1021121
HMEL030011g1 Hmel201001o 152538 154207
HMEL037814g1 Hmel208001o 335849 336825
HMEL033161g1 Hmel201001o 17115806 17117312
HMEL037775g1 Hmel207001o 14080278 14080927
HMEL014977g1 Hmel215003o 10082421 10088503
HMEL017792g4 Hmel202001o 2508387 2510817
HMEL033171g1 Hmel202001o 258896 261867
HMEL015076g1 Hmel201001o 11964418 11968180
HMEL010756g1 Hmel219001o 13609721 13611080
HMEL017078g1 Hmel205001o 825123 826850
HMEL032765g1 Hmel215003o 4396036 4396521
HMEL010981g2 Hmel218003o 3725085 3728790
HMEL009683g2 Hmel218002o 79770 89931
HMEL016080g1 Hmel206001o 12939912 12940334
HMEL037849g1 Hmel208001o 1940510 1950690
HMEL034326g1 Hmel218003o 5604747 5609292
HMEL030817g1 Hmel210001o 11448065 11461676
HMEL031306g1 Hmel211001o 11677347 11679322
HMEL009112g1 Hmel208001o 3515796 3518346
HMEL032387g1 Hmel214004o 2519116 2519676
HMEL004322g1 Hmel211001o 11296742 11297652
HMEL036298g1 Hmel204001o 80289 80687
HMEL032433g1 Hmel214004o 3803922 3806307
HMEL032138g1 Hmel213001o 13034995 13035664
HMEL015645g1 Hmel213001o 6213428 6220805
HMEL005399g1 Hmel213001o 3784044 3791393
HMEL014802g3 Hmel212001o 15914848 15921174
HMEL032810g1 Hmel215003o 5860440 5861828
HMEL037815g1 Hmel208001o 336879 337142
HMEL032650g1 Hmel215003o 9854 11967
HMEL009557g2 Hmel206001o 13320179 13332291
HMEL036881g1 Hmel205001o 9506952 9507275
HMEL005094g1 Hmel208001o 5819365 5823715
HMEL006815g1 Hmel201001o 12060997 12063906
HMEL036379g1 Hmel204001o 3153777 3160374
HMEL011613g1 Hmel220003o 10205800 10206684
HMEL007824g1 Hmel211001o 7110009 7121419
HMEL004963g1 Hmel215003o 4397003 4397521
HMEL021775g1 Hmel203003o 1969925 1975578
HMEL035689g1 Hmel221001o 9883134 9885799
HMEL036083g1 Hmel203003o 5302126 5302521
HMEL018118g1 Hmel204001o 8394247 8395078
HMEL002598g3 Hmel219001o 16165777 16166452
HMEL003018g1 Hmel216002o 8649948 8658100
HMEL017307g1 Hmel214004o 4790463 4791992
HMEL037269g1 Hmel206001o 12842938 12843258
HMEL004771g1 Hmel214004o 5673720 5677059
HMEL007863g1 Hmel203003o 4941706 4946671
HMEL008775g2 Hmel221001o 3415676 3416752
HMEL036048g1 Hmel203003o 3443286 3443624
HMEL014183g1 Hmel220003o 13469005 13469871
HMEL036299g1 Hmel204001o 81162 83892
HMEL037866g1 Hmel208001o 1408590 1410413
HMEL031908g1 Hmel213001o 4925080 4934515
HMEL032644g1 Hmel215003o 173826 182443
HMEL037800g1 Hmel208001o 105634 106622
HMEL004227g1 Hmel218003o 15743942 15748953
HMEL012100g1 Hmel221001o 4279852 4287082
HMEL007883g1 Hmel216002o 9953743 9955458
HMEL007635g1 Hmel208001o 5652341 5655564
HMEL032410g1 Hmel214004o 3344824 3350444
HMEL016079g1 Hmel206001o 12941604 12942350
HMEL013621g1 Hmel210001o 81629 82223
HMEL003458g1 Hmel214004o 2520608 2521840
HMEL036710g1 Hmel205001o 5698322 5700201
HMEL032700g1 Hmel215003o 2257787 2258417
HMEL017098g2 Hmel221001o 10018214 10018630
HMEL036415g1 Hmel204001o 4620013 4650766
HMEL032296g1 Hmel214001o 89268 91592
HMEL035675g1 Hmel221001o 9345301 9346260
HMEL030976g1 Hmel211001o 178047 190949
HMEL035266g1 Hmel220003o 9513043 9513671
HMEL007084g1 Hmel203003o 1708611 1709052
HMEL034769g1 Hmel219001o 9589743 9594722
HMEL015053g1 Hmel205001o 4460377 4462332
HMEL021388g1 Hmel213001o 3543578 3546665
HMEL033606g1 Hmel216002o 7903538 7904373
HMEL017098g3 Hmel221001o 10018676 10075557
HMEL008086g1 Hmel213001o 7963287 7968056
HMEL015432g1 Hmel211001o 10489092 10489966
HMEL009820g1 Hmel221001o 10547885 10557027
HMEL036049g1 Hmel203003o 3444903 3451520
HMEL016113g1 Hmel207001o 303750 309317
HMEL008775g3 Hmel221001o 3417376 3419309
HMEL037843g1 Hmel208001o 1195593 1210417
HMEL035668g1 Hmel221001o 8909807 8969074
HMEL006309g1 Hmel207001o 9255673 9257441
HMEL032550g1 Hmel214004o 6921648 6952641
HMEL007006g2 Hmel213001o 5352956 5354887
HMEL011862g1 Hmel211001o 11299557 11301560
HMEL017000g1 Hmel203003o 5304371 5314583
HMEL011868g1 Hmel206001o 3415062 3433504
HMEL006883g1 Hmel220003o 8918074 8924511
HMEL004621g2 Hmel204001o 7518015 7522756
HMEL035809g1 Hmel221001o 12916956 12919832
HMEL034565g1 Hmel219001o 76838 77713
HMEL037867g1 Hmel208001o 1407972 1408301
HMEL021479g1 Hmel213001o 11201546 11204635
HMEL008104g2 Hmel217001o 12085648 12087006
HMEL014562g1 Hmel220003o 12157782 12162100
HMEL030342g1 Hmel209001o 3226625 3228172
HMEL036065g1 Hmel203003o 3962618 3964727
HMEL021619g1 Hmel216002o 9951784 9953349
HMEL002717g1 Hmel212001o 8833252 8836712
HMEL037270g1 Hmel206001o 12845517 12846362
HMEL035395g1 Hmel220003o 14508808 14512073
HMEL005899g1 Hmel210001o 17935724 17937384
HMEL016056g1 Hmel205001o 2991457 2991774
HMEL016078g1 Hmel206001o 12944116 12945469
HMEL037868g1 Hmel208001o 1406514 1407543
HMEL032434g1 Hmel214004o 3807727 3807999
HMEL011488g1 Hmel216002o 7375749 7393778
HMEL015432g2 Hmel211001o 10490836 10493586
HMEL003459g1 Hmel214004o 2523342 2525591
HMEL002995g1 Hmel205001o 531544 535742
HMEL003999g1 Hmel213001o 9598559 9598942
HMEL034935g1 Hmel219001o 16162326 16162727
HMEL032828g1 Hmel215003o 6096751 6097092
HMEL017308g1 Hmel214004o 4794129 4795385
HMEL022150g1 Hmel205001o 8555822 8556401
HMEL017146g1 Hmel213001o 7138538 7147454
HMEL017792g5 Hmel202001o 2513556 2529771
HMEL014182g1 Hmel220003o 13453478 13466193
HMEL034249g1 Hmel218003o 2519110 2519728
HMEL004499g1 Hmel219002o 84953 97773
HMEL034285g1 Hmel218003o 3730332 3730962
HMEL033607g1 Hmel216002o 7906168 7907444
HMEL037776g1 Hmel207001o 14085907 14109149
HMEL017079g1 Hmel205001o 818177 821341
HMEL005681g1 Hmel219001o 9388755 9390302
HMEL037598g1 Hmel207001o 9257891 9258268
HMEL036030g1 Hmel203003o 2537914 2539898
HMEL036057g1 Hmel203003o 3729083 3731634
HMEL037271g1 Hmel206001o 12847180 12852246
HMEL013579g1 Hmel211001o 8450575 8496376
HMEL014816g1 Hmel217001o 11911112 11916840
HMEL036920g1 Hmel206001o 311082 312063
HMEL036584g1 Hmel205001o 85430 91612
HMEL033485g1 Hmel216002o 2633962 2639196
HMEL013041g4 Hmel221001o 13109597 13113870
HMEL011861g1 Hmel211001o 11302100 11304094
HMEL005095g1 Hmel208001o 5824320 5827206
HMEL036715g1 Hmel205001o 5881549 5883458
HMEL037179g1 Hmel206001o 10631043 10638194
HMEL008105g1 Hmel217001o 12088005 12089271
HMEL037555g1 Hmel207001o 8159658 8165861
HMEL014707g1 Hmel221001o 7718781 7719381
HMEL014977g2 Hmel215003o 10080528 10082227
HMEL030737g1 Hmel210001o 9252160 9261312
HMEL038135g1 Hmel208001o 7603788 7604611
HMEL036642g1 Hmel205001o 2809036 2811719
HMEL008353g1 Hmel205001o 2613016 2637024
HMEL012253g1 Hmel205001o 5423933 5428995
HMEL008226g1 Hmel220003o 14335544 14339123
HMEL038019g1 Hmel208001o 5646689 5650948
HMEL005900g1 Hmel210001o 17938063 17944132
HMEL008926g1 Hmel205001o 4789010 4802336
HMEL035810g1 Hmel221001o 12913754 12916934
HMEL035676g1 Hmel221001o 9349345 9349768
HMEL038039g1 Hmel208001o 6370347 6371396
HMEL015076g2 Hmel201001o 11971089 11971529
HMEL005306g3 Hmel207001o 14221921 14222578
HMEL007348g1 Hmel217001o 2985512 2986899
HMEL036066g1 Hmel203003o 3965605 3968065
HMEL034286g1 Hmel218003o 3731822 3732233
HMEL021229g1 Hmel215003o 6726579 6727460
HMEL034233g1 Hmel218003o 1981779 1982588
HMEL035939g1 Hmel203003o 1704510 1704785
HMEL015052g1 Hmel205001o 4464592 4467823
HMEL007864g1 Hmel203003o 4937323 4941143
HMEL038010g1 Hmel208001o 6148757 6174289
HMEL033003g1 Hmel201001o 12067021 12069932
HMEL015076g3 Hmel201001o 11971598 11971894
HMEL034519g1 Hmel218003o 15749460 15750107
HMEL037766g1 Hmel207001o 14221344 14221912
HMEL010382g1 Hmel221001o 9505140 9505439
HMEL003083g1 Hmel210001o 17442700 17449142
HMEL035043g1 Hmel220003o 3122971 3123894
HMEL021858g1 Hmel213001o 10466916 10469473
HMEL013549g1 Hmel218003o 87414 89937
HMEL030082g1 Hmel201001o 3738870 3764583
HMEL036929g1 Hmel206001o 564110 564406
HMEL008685g1 Hmel219001o 72530 73393
HMEL003074g1 Hmel216002o 4447276 4448085
HMEL016357g1 Hmel210001o 9093942 9095349
HMEL015431g1 Hmel211001o 10494117 10496159
HMEL037280g1 Hmel206001o 12947765 12951357
