gene_id scaffold start end
HMEL035308g1 chr20 11165561 11167770
HMEL037617g1 chr7 9431019 9431843
HMEL007451g3 chr11 8885 14700
HMEL010032g1 chr13 13213245 13215545
HMEL037640g1 chr7 9749824 9751292
HMEL015358g1 chr13 3207950 3212607
HMEL007379g1 chr10 1769185 1792103
HMEL018025g1 chr13 7312732 7315624
HMEL013638g1 chr10 258975 264494
HMEL005783g1 chr3 914017 917881
HMEL035947g1 chr3 1586052 1586862
HMEL008655g1 chr11 11475703 11477112
HMEL004470g2 chr20 14431067 14439164
HMEL008939g1 chr5 4962317 4968784
HMEL033666g1 chr16 9819766 9823692
HMEL004857g1 chr13 16685510 16687021
HMEL036355g1 chr4 2378603 2384741
HMEL038216g1 chr9 259631 268503
HMEL014162g1 chr2 601174 603287
HMEL015410g1 chr11 10666189 10667930
HMEL005833g1 chr20 9367933 9376083
HMEL016010g5 chr5 1166336 1178275
HMEL017535g1 chr16 8127256 8135066
HMEL021464g2 chr15 6991141 6992157
HMEL014060g2 chr19 10423566 10426666
HMEL009996g1 chr18 308039 309469
HMEL006610g1 chr13 26976 28268
HMEL035948g1 chr3 1584593 1585858
HMEL034333g1 chr18 6138109 6138405
HMEL009905g1 chr8 5474664 5476671
HMEL003057g1 chr13 14229581 14231988
HMEL009850g1 chr15 3402896 3409205
HMEL035309g1 chr20 11167833 11169010
HMEL013905g1 chr7 9433300 9434019
HMEL010294g2 chr5 260639 261643
HMEL007294g1 chr12 16095207 16100505
HMEL009808g1 chr21 10726033 10728446
HMEL004893g1 chr13 3947200 3954550
HMEL031823g1 chr13 2644013 2644726
HMEL032141g1 chr13 13215901 13221176
HMEL004857g2 chr13 16687252 16692018
HMEL006610g2 chr13 26316 26954
HMEL006525g1 chr11 8318175 8318771
HMEL006450g1 chr20 10659913 10664268
HMEL037558g1 chr7 8335647 8338718
HMEL022392g2 chr4 7696638 7704179
HMEL037653g1 chr7 10483111 10483497
HMEL017507g1 chr13 9455815 9462624
HMEL035949g1 chr3 1583481 1583869
HMEL036988g1 chr6 3253715 3254521
HMEL006610g3 chr13 23418 26157
HMEL017581g1 chr12 12599326 12624409
HMEL032860g1 chr15 6993447 6999385
HMEL008656g1 chr11 11478813 11489400
HMEL034242g1 chr18 2510754 2511815
HMEL014163g1 chr2 603841 605721
HMEL016125g1 chr7 483659 489046
HMEL006043g1 chr3 6107584 6108930
HMEL033528g1 chr16 4303940 4319152
HMEL016243g1 chr16 873031 883867
HMEL008255g1 chr7 10484260 10488247
HMEL031824g1 chr13 2646094 2646405
HMEL002504g1 chr5 5517191 5518623
HMEL034202g1 chr18 616506 617420
HMEL003057g2 chr13 14232749 14234208
HMEL021925g1 chr13 5533484 5533948
HMEL009904g1 chr8 5472930 5473442
HMEL010222g1 chr16 2858588 2861777
HMEL035950g1 chr3 1580888 1582083
HMEL031841g1 chr13 3213387 3223853
HMEL033701g1 chr17 264249 265735
HMEL018026g1 chr13 7318177 7322233
HMEL010826g1 chr6 10809721 10812098
HMEL018001g1 chr13 2647420 2650446
HMEL036105g1 chr3 6102434 6107187
HMEL006793g1 chr1 12245150 12253633
HMEL016491g1 chr1 15556863 15558499
HMEL008074g1 chr16 9813886 9818210
HMEL035951g1 chr3 1574599 1580804
HMEL038015g1 chr8 5995457 5995747
HMEL007681g1 chr14 6132932 6141647
HMEL035523g1 chr21 3599820 3601580
HMEL012240g1 chr5 5245002 5249628
HMEL032445g1 chr14 4264052 4264369
HMEL009996g2 chr18 313553 313831
HMEL036175g1 chr3 7949710 7960731
HMEL009903g1 chr8 5470216 5471208
HMEL013319g1 chr10 11807541 11811960
HMEL012360g1 chr20 9970048 9977823
HMEL016988g1 chr3 5542013 5543138
HMEL037522g1 chr7 7381631 7382738
HMEL006611g1 chr13 21161 22167
HMEL013639g1 chr10 266242 266751
HMEL008940g1 chr5 4969264 4971617
HMEL015035g1 chr20 11173676 11175038
HMEL033193g1 chr2 607959 644178
HMEL036032g1 chr3 2773794 2775355
HMEL035295g1 chr20 10665064 10665435
HMEL015895g1 chr13 10646324 10652988
HMEL034187g1 chr18 314734 315069
HMEL030981g1 chr11 2927 6219
HMEL031935g1 chr13 5536948 5538654
HMEL037755g1 chr7 13859944 13860291
HMEL035720g1 chr21 10732278 10735269
HMEL034188g1 chr18 315157 322959
HMEL020644g1 chr14 2981340 2998277
HMEL007294g2 chr12 16101969 16104342
HMEL025043g1 chr21 12325864 12335146
HMEL035484g1 chr21 2912260 2913097
HMEL033105g1 chr1 15559654 15561104
HMEL036591g1 chr5 267818 268147
HMEL036698g1 chr5 4645882 4649078
HMEL037756g1 chr7 13860787 13866702
HMEL016988g2 chr3 5544129 5552224
HMEL006449g1 chr20 10666560 10675449
HMEL032739g1 chr15 3410817 3413681
HMEL009900g1 chr8 5467875 5468646
HMEL018001g2 chr13 2651260 2652717
HMEL033702g1 chr17 268545 269527
HMEL007901g1 chr7 8342616 8352520
HMEL015233g1 chr11 2846972 2853730
HMEL002354g1 chr19 510934 514109
HMEL037523g1 chr7 7384679 7385140
HMEL010826g2 chr6 10814471 10820763
HMEL009900g2 chr8 5466238 5467743
HMEL014239g1 chr3 3686045 3711451
HMEL037857g1 chr8 1758916 1761178
HMEL032593g1 chr14 7866676 7872257
HMEL018027g1 chr13 7323260 7324132
HMEL034872g1 chr19 13799509 13806318
HMEL010345g1 chr11 8847640 8853598
HMEL021089g1 chr14 4268146 4269801
HMEL037888g1 chr8 2300089 2301660
HMEL004986g1 chr20 3578676 3581229
HMEL016126g1 chr7 490672 494468
HMEL031324g1 chr12 269823 310574
HMEL008941g1 chr5 4972850 4979536
HMEL014060g3 chr19 10433652 10435368
HMEL037103g1 chr6 8415813 8416067
HMEL012240g2 chr5 5244457 5244768
HMEL031766g1 chr13 558618 559738
HMEL008896g1 chr6 3787040 3802686
HMEL026005g1 chr7 10491535 10493236
HMEL008362g1 chr5 2452168 2452654
HMEL004459g1 chr13 5540337 5541335
HMEL038120g1 chr8 7238996 7239409
HMEL017997g1 chr13 2653438 2672191
HMEL035485g1 chr21 2915170 2922654
HMEL032108g1 chr13 12004169 12009104
HMEL037524g1 chr7 7386260 7389500
HMEL012240g3 chr5 5243938 5244270
HMEL033106g1 chr1 15562681 15582858
HMEL036106g1 chr3 6095665 6100954
HMEL008317g1 chr2 2699696 2701988
HMEL038121g1 chr8 7239502 7242737
HMEL007294g3 chr12 16105282 16106630
HMEL037947g1 chr8 3706781 3712532
HMEL011767g1 chr3 2214761 2223694
HMEL034980g1 chr20 544334 547431
HMEL015035g2 chr20 11178396 11188343
HMEL013606g1 chr9 3027483 3040465
HMEL012240g4 chr5 5239241 5243757
HMEL014117g1 chr10 9437818 9439398
HMEL036307g1 chr4 271526 284440
HMEL016010g6 chr5 1178312 1178593
HMEL035989g1 chr3 385917 407826
HMEL036736g1 chr5 6067610 6086370
HMEL008076g1 chr16 9809726 9811432
HMEL013644g1 chr10 271917 278218
HMEL031757g1 chr13 15760 16254
HMEL002417g1 chr3 1572772 1573848
HMEL038030g1 chr8 5456602 5464875
HMEL018028g1 chr13 7325977 7328039
HMEL017536g1 chr16 8139960 8142553
HMEL002489g1 chr19 15973333 15974785
HMEL005834g1 chr20 9380799 9403825
HMEL008123g1 chr17 12274925 12282522
HMEL037889g1 chr8 2303262 2307542
HMEL018012g1 chr12 7289544 7290773
HMEL005335g1 chr17 7915622 7916804
HMEL013320g1 chr10 11814565 11827766
HMEL036699g1 chr5 4650906 4652024
HMEL032861g1 chr15 7004103 7022807
HMEL038103g1 chr8 6927364 6927672
HMEL033596g1 chr16 7611039 7614767
HMEL004457g1 chr13 5543257 5543931
HMEL016162g1 chr6 8418929 8426773
HMEL009848g1 chr15 3416152 3420126
HMEL008076g2 chr16 9808334 9809483
HMEL036615g1 chr5 631716 632710
HMEL031758g1 chr13 12877 14489
HMEL004986g2 chr20 3582910 3587504
HMEL036638g1 chr5 2436933 2449008
HMEL015894g1 chr13 10653654 10655694
HMEL006528g1 chr13 6648689 6654915
HMEL033703g1 chr17 274064 278087
HMEL012361g1 chr20 9978292 9982000
HMEL008657g1 chr11 11490772 11491778
HMEL037909g1 chr8 2826356 2827728
HMEL011502g1 chr3 900456 902600
HMEL033957g1 chr17 9186002 9189586
HMEL004471g1 chr20 14388828 14424007
HMEL035550g1 chr21 4472846 4474465
HMEL016127g1 chr7 495649 499725
HMEL033486g1 chr16 2869467 2870660
HMEL020940g1 chr14 7388712 7389454
HMEL005384g1 chr15 4659092 4661312
HMEL017536g2 chr16 8142834 8143127
HMEL013903g1 chr7 9448122 9450993
HMEL002416g1 chr3 1568934 1570490
HMEL008318g1 chr2 2704292 2718761
HMEL035827g1 chr21 12726940 12727621
HMEL031936g1 chr13 5545420 5545928
HMEL005717g4 chr11 7477732 7478334
HMEL008658g1 chr11 11492256 11498872
HMEL036700g1 chr5 4653747 4654799
HMEL009992g1 chr18 323780 324205
HMEL015361g1 chr13 3225402 3225723
HMEL034747g1 chr19 9266345 9293779
HMEL010344g1 chr11 8854334 8862532
HMEL005941g1 chr10 10697782 10698714
HMEL020420g1 chr13 12009776 12010327
HMEL008077g1 chr16 9804053 9806923
HMEL031937g1 chr13 5546321 5546727
HMEL003388g1 chr14 4275122 4276779
HMEL034334g1 chr18 6154875 6155225
HMEL033597g1 chr16 7614942 7622202
HMEL034189g1 chr18 325135 325965
HMEL015362g1 chr13 3226552 3234642
HMEL014058g1 chr19 10440909 10445506
HMEL016245g1 chr16 867761 869383
HMEL006044g1 chr3 6093385 6094347
HMEL034766g1 chr19 9954530 9971041
HMEL020064g1 chr8 1745371 1752794
HMEL032088g1 chr13 10657461 10662367
HMEL037757g1 chr7 13870765 13872640
HMEL036892g1 chr5 9704263 9707372
HMEL034873g1 chr19 13808070 13812426
HMEL020956g1 chr15 3420496 3422919
HMEL037184g1 chr6 10823341 10831625
HMEL007295g1 chr12 16112413 16117756
HMEL007488g1 chr9 3589813 3612898
HMEL037654g1 chr7 10499338 10501335
HMEL014829g1 chr17 11722771 11723876
HMEL035969g1 chr3 1194521 1219085
HMEL016987g1 chr3 5554327 5555021
HMEL031938g1 chr13 5548435 5548928
HMEL005942g1 chr10 10700214 10704003
HMEL008941g2 chr5 4981578 4983509
HMEL005385g1 chr15 4662772 4664617
HMEL017537g1 chr16 8146520 8147794
HMEL037618g1 chr7 9451862 9452558
HMEL031939g1 chr13 5549209 5550593
HMEL037890g1 chr8 2309956 2326986
HMEL032446g1 chr14 4278093 4278419
HMEL031914g1 chr13 5123301 5125172
HMEL004985g1 chr20 3588582 3593121
HMEL037948g1 chr8 3715446 3716986
HMEL011301g1 chr5 4657807 4666761
HMEL035296g1 chr20 10678235 10708095
HMEL007295g2 chr12 16114558 16115122
HMEL038122g1 chr8 7248784 7280242
HMEL037910g1 chr8 2832432 2832725
HMEL035828g1 chr21 12722428 12722730
HMEL033481g1 chr16 2260154 2260657
HMEL035721g1 chr21 10745631 10748822
HMEL012239g1 chr5 5228700 5234509
HMEL020420g2 chr13 12014129 12015586
HMEL032834g1 chr15 6360496 6362321
HMEL038031g1 chr8 5453004 5456278
HMEL014829g2 chr17 11718044 11721044
HMEL008942g1 chr5 4984070 4986022
HMEL017508g1 chr13 9475110 9478634
HMEL037911g1 chr8 2833342 2836445
HMEL031499g1 chr12 7298022 7298777
HMEL009992g2 chr18 329300 329686
HMEL033704g1 chr17 281317 292665
HMEL035310g1 chr20 11188945 11189644
HMEL007923g1 chr3 7966039 7969821
HMEL007679g1 chr14 6149636 6150058
HMEL005609g1 chr14 7395669 7404137
HMEL034053g1 chr17 12284309 12291496
HMEL007070g1 chr13 5125914 5127177
HMEL003388g2 chr14 4280828 4281142
HMEL036019g1 chr3 2225999 2229128
HMEL006046g1 chr3 6086949 6089490
HMEL036534g1 chr4 8595729 8607445
HMEL035796g1 chr21 12340573 12353282
HMEL005386g1 chr15 4666409 4670754
HMEL004215g1 chr16 2257855 2258655
HMEL013645g1 chr10 282457 283988
HMEL031500g1 chr12 7299239 7301906
HMEL015034g1 chr20 11189804 11192259
HMEL033529g1 chr16 4296174 4299497
HMEL020420g3 chr13 12016051 12016568
HMEL008078g1 chr16 9797051 9800486
HMEL011830g1 chr8 5011775 5051256
HMEL036592g1 chr5 283012 283314
HMEL036033g1 chr3 2790380 2791271
HMEL032210g1 chr13 15225091 15225387
HMEL016606g1 chr19 13813294 13816502
HMEL033598g1 chr16 7621223 7625367
HMEL036854g1 chr5 8754457 8756135
HMEL016743g1 chr15 5593680 5594687
HMEL006528g2 chr13 6639111 6645492
HMEL032835g1 chr15 6363426 6368094
HMEL033536g1 chr16 4865683 4866411
HMEL008943g1 chr5 4986679 4988063
HMEL032740g1 chr15 3426282 3428312
HMEL031915g1 chr13 5127665 5129157
HMEL033770g1 chr17 3183112 3183760
HMEL004985g2 chr20 3593225 3593851
HMEL032416g1 chr14 3418893 3422752
HMEL032509g1 chr14 6151991 6165621
HMEL020420g4 chr13 12018041 12019708
HMEL035952g1 chr3 1560574 1561239
HMEL038217g1 chr9 284819 287947
HMEL006046g2 chr3 6086392 6086688
HMEL004214g1 chr16 2255340 2256026
HMEL036855g1 chr5 8756236 8766134
HMEL013645g2 chr10 285162 286957
HMEL037949g1 chr8 3721061 3733675
HMEL035829g1 chr21 12717093 12717707
HMEL038032g1 chr8 5447445 5451589
HMEL006777g1 chr19 13505160 13506621
HMEL009992g3 chr18 333483 333995
HMEL037290g1 chr6 13145640 13147149
HMEL005943g1 chr10 10707113 10713403
HMEL002229g1 chr17 9197267 9208675
HMEL015234g1 chr11 2863800 2866091
HMEL015363g1 chr13 3234986 3236723
HMEL033009g1 chr1 12266035 12266403
HMEL031249g1 chr11 10692337 10698220
HMEL032977g1 chr16 859602 860800
HMEL036069g1 chr3 4219702 4220309
HMEL032211g1 chr13 15228062 15229866
HMEL012022g1 chr16 4868295 4870322
HMEL011764g1 chr3 2230086 2230337
HMEL031501g1 chr12 7303118 7304359
HMEL007923g2 chr3 7970667 7972873
HMEL007071g1 chr13 5130426 5134834
HMEL022117g1 chr13 12020257 12022776
HMEL007380g1 chr10 1797144 1801053
HMEL009992g4 chr18 334856 345144
HMEL008944g1 chr5 4989744 4993721
HMEL003388g3 chr14 4285543 4286157
HMEL017740g1 chr21 12693953 12716166
HMEL006755g1 chr6 3198431 3229714
HMEL031242g1 chr11 10119144 10119416
HMEL031993g1 chr13 7340879 7376482
HMEL033599g1 chr16 7624985 7625494
HMEL008659g1 chr11 11503612 11504466
HMEL033010g1 chr1 12267394 12267777
HMEL009614g1 chr20 9991237 9996288
HMEL013321g1 chr10 11828923 11831277
HMEL015033g1 chr20 11194599 11202776
HMEL036020g1 chr3 2231158 2251750
HMEL013901g1 chr7 9460101 9465976
HMEL016929g1 chr13 5557370 5558660
HMEL003388g4 chr14 4286166 4293658
HMEL036107g1 chr3 6076835 6084176
HMEL022305g1 chr6 8433281 8433594
HMEL030959g1 chr10 17643309 17646146
HMEL012196g1 chr21 9114650 9115035
HMEL006488g1 chr18 4286311 4287249
HMEL035722g1 chr21 10753021 10755535
HMEL016128g1 chr7 509105 510706
HMEL037655g1 chr7 10509370 10513549
HMEL005387g1 chr15 4672405 4672873
HMEL038142g1 chr8 7806515 7806963
HMEL037291g1 chr6 13148774 13149658
HMEL002726g2 chr12 9038316 9047122
HMEL015234g2 chr11 2866796 2869133
HMEL006775g1 chr19 13508378 13515016
HMEL017508g2 chr13 9482809 9489308
HMEL031502g1 chr12 7305808 7307058
HMEL032836g1 chr15 6368919 6369665
HMEL034874g1 chr19 13819247 13819690
HMEL030578g1 chr10 289239 296414
HMEL010827g1 chr6 10834600 10836961
HMEL008079g1 chr16 9791179 9793866
HMEL003817g1 chr20 3598405 3601663
HMEL010470g1 chr4 2408507 2411576
HMEL020957g1 chr15 3431917 3440992
HMEL031940g1 chr13 5559395 5561412
HMEL012185g1 chr16 1436281 1438707
HMEL037738g1 chr7 13165777 13169941
HMEL012238g1 chr5 5218981 5225490
HMEL005388g1 chr15 4673664 4676127
HMEL021893g1 chr16 7627564 7636176
HMEL037292g1 chr6 13149806 13151623
HMEL034291g1 chr18 4288301 4296457
HMEL032247g1 chr13 16715768 16730051
HMEL032109g1 chr13 12023308 12028108
HMEL004693g1 chr8 1734767 1740560
HMEL032796g1 chr15 5600290 5606227
HMEL022306g1 chr6 8435736 8436248
HMEL005511g1 chr15 6370002 6375680
HMEL002376g1 chr5 7956070 7956651
HMEL034252g1 chr18 3077868 3079182
HMEL021611g1 chr8 5445934 5446457
HMEL036934g1 chr6 767189 769105
HMEL010223g1 chr8 2842810 2847109
HMEL030741g1 chr10 9457051 9459043
HMEL008318g2 chr2 2719683 2721458
HMEL037104g1 chr6 8436482 8440248
HMEL002817g1 chr21 3625649 3629838
HMEL008660g1 chr11 11507610 11509313
HMEL034030g1 chr17 11710561 11711016
HMEL031503g1 chr12 7307961 7309202
HMEL008126g1 chr17 12293543 12294949
HMEL037829g1 chr8 649273 649728
HMEL007901g2 chr7 8365279 8365894
HMEL031591g1 chr12 11018612 11022173
HMEL036815g1 chr5 7957447 7958103
HMEL015364g1 chr13 3241216 3252942
HMEL031767g1 chr13 580300 584448
HMEL013607g1 chr9 3012788 3019635
HMEL011499g1 chr3 870967 884909
HMEL003640g1 chr12 9704343 9713989
HMEL012022g2 chr16 4874197 4878974
HMEL038033g1 chr8 5444364 5444756
HMEL017996g1 chr13 2675176 2680570
HMEL007295g3 chr12 16126690 16127270
HMEL015235g1 chr11 2870530 2883338
HMEL032774g1 chr15 4676476 4692677
HMEL036701g1 chr5 4670466 4675951
HMEL005608g1 chr14 7406304 7408283
HMEL008318g3 chr2 2721469 2722029
HMEL034875g1 chr19 13822780 13823488
HMEL013322g1 chr10 11834460 11837230
HMEL037185g1 chr6 10838244 10844354
HMEL038016g1 chr8 5963188 5967941
HMEL005943g2 chr10 10714669 10717828
HMEL017538g1 chr16 8160639 8197170
HMEL003817g2 chr20 3602228 3608333
HMEL035351g1 chr20 12640985 12656540
HMEL002376g2 chr5 7959096 7959720
HMEL016130g1 chr7 514428 527680
HMEL031970g1 chr13 6634827 6635542
HMEL037739g1 chr7 13169858 13177803
HMEL007126g1 chr13 3979896 3986946
HMEL031504g1 chr12 7310549 7311388
HMEL007072g1 chr13 5137665 5142641
HMEL006575g1 chr16 4283873 4288138
HMEL006430g1 chr3 1541498 1551995
HMEL011595g1 chr5 6089796 6091545
HMEL008318g4 chr2 2722851 2728973
HMEL014412g1 chr6 13533585 13534001
HMEL010343g1 chr11 8872317 8873564
HMEL035723g1 chr21 10759551 10760980
HMEL016927g1 chr13 5564654 5566639
HMEL033705g1 chr17 294715 310850
HMEL021108g1 chr3 7978905 7991384
HMEL014012g1 chr16 849935 851995
HMEL034876g1 chr19 13824812 13825714
HMEL037656g1 chr7 10516014 10517476
HMEL036034g1 chr3 2802242 2803299
HMEL002437g1 chr15 7026313 7039266
HMEL009614g2 chr20 9999592 10009749
HMEL036108g1 chr3 6072145 6076232
HMEL014413g1 chr6 13535220 13541133
HMEL032065g1 chr13 9924599 9925180
HMEL011595g2 chr5 6091559 6106033
HMEL021612g1 chr8 5440562 5441203
HMEL014924g1 chr18 3083380 3090232
HMEL036535g1 chr4 8609389 8617173
HMEL032447g1 chr14 4294674 4303209
HMEL013480g1 chr21 2940607 2941545
HMEL006321g1 chr1 15587998 15598291
HMEL015408g1 chr11 10702790 10707505
HMEL016603g1 chr19 13826422 13834393
HMEL038143g1 chr8 7814437 7815086
HMEL033898g1 chr17 7939531 7941731
HMEL007900g1 chr7 8370609 8376600
HMEL031505g1 chr12 7313499 7314703
HMEL034054g1 chr17 12299414 12300094
HMEL016739g1 chr15 5607410 5609069
HMEL006774g1 chr19 13516955 13518629
HMEL012888g1 chr13 12030808 12033577
HMEL035753g1 chr5 5216120 5217531
HMEL037912g1 chr8 2849666 2855288
HMEL007296g1 chr12 16131978 16137565
HMEL022357g1 chr13 14266973 14275405
HMEL013650g1 chr10 297766 300815
HMEL035311g1 chr20 11205599 11206705
HMEL030800g1 chr10 10719978 10720922
HMEL031768g1 chr13 586876 596875
HMEL037619g1 chr7 9471208 9471471
HMEL031506g1 chr12 7315296 7316471
HMEL008945g1 chr5 5001462 5016009
HMEL031264g1 chr11 11515240 11522108
HMEL004926g1 chr6 13158901 13161180
HMEL031941g1 chr13 5568842 5576911
HMEL035754g1 chr5 5215646 5216075
HMEL012181g1 chr8 2329571 2337101
HMEL005511g2 chr15 6378927 6381937
HMEL009807g1 chr21 10764312 10765975
HMEL002228g1 chr17 9210830 9212775
HMEL007072g2 chr13 5143003 5145315
HMEL002726g3 chr12 9048881 9049572
HMEL008895g1 chr6 3815940 3817531
HMEL032510g1 chr14 6167071 6168064
HMEL037105g1 chr6 8444971 8451442
HMEL036593g1 chr5 299466 300268
HMEL006576g1 chr16 4278115 4282457
HMEL031592g1 chr12 11026684 11027814
HMEL031194g1 chr11 8356462 8363271
HMEL007866g1 chr13 15241702 15270938
HMEL013322g2 chr10 11841406 11854560
HMEL036935g1 chr6 776368 776991
HMEL036560g1 chr4 9261962 9262929
HMEL031825g1 chr13 2682714 2682992
HMEL030742g1 chr10 9466151 9468463
HMEL021821g1 chr17 7942727 7946530
HMEL030985g1 chr11 573159 585089
HMEL005943g3 chr10 10721543 10728767
HMEL021814g1 chr14 7897385 7900262
HMEL008241g1 chr16 7638058 7652359
HMEL008258g1 chr7 10521349 10525918
HMEL033463g1 chr16 1446985 1448097
HMEL037186g1 chr6 10845678 10851053
HMEL034335g1 chr18 6178518 6178781
HMEL034941g1 chr19 15944786 15946821
HMEL034203g1 chr18 653676 654502
HMEL016985g1 chr3 5576500 5580423
HMEL035755g1 chr5 5213322 5214435
HMEL005064g1 chr19 13520288 13523580
HMEL034190g1 chr18 348751 353074
HMEL006048g1 chr3 6070162 6071002
HMEL014013g1 chr16 844747 845921
HMEL005607g1 chr14 7414661 7439822
HMEL005717g5 chr11 7503227 7511468
HMEL012887g1 chr13 12034832 12036038
HMEL031507g1 chr12 7318109 7319296
HMEL013651g1 chr10 301435 302761
HMEL036417g1 chr4 4839503 4839799
HMEL007125g1 chr13 3988006 3993472
HMEL002192g1 chr16 9777583 9781465
HMEL002818g1 chr21 3636361 3639402
HMEL012234g1 chr5 5211382 5213155
HMEL015032g1 chr20 11209276 11211014
HMEL022245g1 chr5 4680085 4681670
HMEL016011g1 chr5 1208670 1215946
HMEL016738g1 chr15 5612342 5622549
HMEL006048g2 chr3 6057568 6069569
HMEL014239g2 chr3 3719023 3723227
HMEL005694g1 chr8 3738374 3739264
HMEL033958g1 chr17 9214365 9216669
HMEL013607g2 chr9 3004635 3008803
HMEL008895g2 chr6 3819573 3821839
HMEL018014g1 chr12 7319709 7328894
HMEL007487g1 chr9 3614813 3615706
HMEL032511g1 chr14 6170850 6187207
HMEL034575g1 chr19 545276 586432
HMEL008319g1 chr2 2732285 2734017
HMEL031826g1 chr13 2686434 2689660
HMEL012886g1 chr13 12037072 12042142
HMEL036594g1 chr5 303579 303923
HMEL036893g1 chr5 9730026 9730457
HMEL003817g3 chr20 3612737 3613903
HMEL011044g1 chr21 303702 304681
HMEL017511g1 chr13 9497693 9502100
HMEL005512g1 chr15 6383948 6384846
HMEL035724g1 chr21 10769381 10770535
HMEL012084g1 chr21 4502727 4503737
HMEL036091g1 chr3 5580457 5584062
HMEL036536g1 chr4 8618020 8618396
HMEL015364g2 chr13 3253947 3266500
HMEL030363g1 chr9 3616334 3617038
HMEL037950g1 chr8 3740518 3744639
HMEL007899g1 chr7 8378618 8382571
HMEL002378g1 chr5 7970464 7972891
HMEL006577g1 chr16 4267610 4277158
HMEL014013g2 chr16 839916 841848
HMEL034877g1 chr19 13834965 13836585
HMEL036418g1 chr4 4843113 4844705
HMEL021814g2 chr14 7902575 7904310
HMEL014414g1 chr6 13544792 13547330
HMEL035651g1 chr21 8181668 8183522
HMEL035756g1 chr5 5196748 5209603
HMEL015031g1 chr20 11212735 11220253
HMEL037620g1 chr7 9478149 9481767
HMEL036537g1 chr4 8618953 8624659
HMEL009308g1 chr13 16731670 16740423
HMEL032030g1 chr13 8538784 8552130
HMEL025045g1 chr21 12364130 12402151
HMEL033899g1 chr17 7948812 7952758
HMEL006430g2 chr3 1525878 1539928
HMEL035486g1 chr21 2950661 2951080
HMEL037525g1 chr7 7421660 7422004
HMEL009806g1 chr21 10771323 10775835
HMEL002226g1 chr17 9217949 9222278
HMEL036660g1 chr5 3341315 3342568
HMEL002964g1 chr18 16322116 16355377
HMEL037187g1 chr6 10851710 10857868
HMEL032448g1 chr14 4305151 4314945
HMEL002819g1 chr21 3641209 3644445
HMEL033194g1 chr2 648242 649264
HMEL012196g2 chr21 9133637 9144298
HMEL037106g1 chr6 8452541 8456894
HMEL014239g3 chr3 3723877 3726597
HMEL033252g1 chr2 2736009 2742080
HMEL006322g1 chr1 15599094 15609247
HMEL008044g1 chr1 380464 446208
HMEL037188g1 chr6 10852658 10855828
HMEL037657g1 chr7 10528679 10531555
HMEL016924g1 chr13 5577527 5581065
HMEL007486g1 chr9 3619424 3620882
HMEL034748g1 chr19 9297998 9298330
HMEL002193g1 chr16 9766120 9775430
HMEL012021g1 chr16 4890311 4892964
HMEL006490g1 chr18 4306792 4308736
HMEL030801g1 chr10 10729900 10750299
HMEL016130g2 chr7 529435 534798
HMEL036702g1 chr5 4686472 4690274
HMEL038104g1 chr8 6962734 6965011
HMEL032862g1 chr15 7039808 7041986
HMEL037526g1 chr7 7424211 7428407
HMEL002379g1 chr5 7974548 7982884
HMEL004928g1 chr6 13168987 13176234
HMEL015236g1 chr11 2887039 2895443
HMEL007072g3 chr13 5152817 5153146
HMEL011604g1 chr1 6173162 6177512
HMEL003817g4 chr20 3618137 3622483
HMEL031715g1 chr12 16143547 16144103
HMEL032775g1 chr15 4693299 4709392
HMEL036419g1 chr4 4847276 4867495
HMEL008377g1 chr3 7993569 7996010
HMEL021221g1 chr13 3995730 4010162
HMEL032398g1 chr14 3023659 3033970
HMEL011497g1 chr3 861336 867191
HMEL021822g1 chr17 7952829 7954432
HMEL007898g1 chr7 8383899 8389617
HMEL032837g1 chr15 6389885 6393624
HMEL011042g1 chr21 310170 312268
HMEL022612g1 chr3 5586141 5620802
HMEL036021g1 chr3 2254063 2261192
HMEL016012g1 chr5 1216958 1217971
HMEL035524g1 chr21 3645141 3657326
HMEL031208g1 chr11 8888838 8890094
HMEL013609g1 chr9 2990863 3000601
HMEL032863g1 chr15 7042289 7044064
HMEL030364g1 chr9 3622917 3624188
HMEL009615g1 chr20 10015535 10016945
HMEL008260g1 chr7 10532677 10533481
HMEL021822g2 chr17 7954447 7957481
HMEL006530g1 chr13 600023 601032
HMEL033771g1 chr17 3210924 3211277
HMEL014013g3 chr16 834099 834880
HMEL012885g1 chr13 12045359 12066522
HMEL004472g1 chr20 14383289 14386498
HMEL036538g1 chr4 8625468 8636425
HMEL015405g1 chr11 10718641 10718886
HMEL012082g1 chr21 4510861 4511824
HMEL037658g1 chr7 10533684 10551717
HMEL033772g1 chr17 3211923 3212474
HMEL016013g1 chr5 1219553 1243815
HMEL012021g2 chr16 4895200 4897534
HMEL022017g1 chr5 6109018 6110693
HMEL031716g1 chr12 16147535 16149551
HMEL036054g1 chr3 3730193 3731434
HMEL009616g1 chr20 10017612 10023108
HMEL016737g1 chr15 5623747 5630629
HMEL030089g1 chr1 4165713 4166294
HMEL022306g2 chr6 8459353 8459894
HMEL009805g1 chr21 10779092 10779449
HMEL018069g1 chr9 2060576 2076354
HMEL014259g1 chr6 10859472 10874043
HMEL030365g1 chr9 3626047 3626439
HMEL022306g3 chr6 8459967 8467250
HMEL030824g1 chr10 11223910 11227062
HMEL008320g1 chr2 2743486 2743857
